Attempt Regex,DeepSeek Output
b*a*aaa,"positive example: [aaa, baaa, bbaaa, bbbaaa, aaaa, baaaa], negative example: [aa, ba, bba, aab, baba, abaa]"
((b)*(a)+(a+))+,"positive example: [baa, bbaaa, aaa, baaaa, bbaa], negative example: [b, a, bb, ab, bba]"
1*0*011*,"positive example: [011, 0011, 111011, 00011, 1011], negative example: [110, 00110, 1110, 0001, 1001]"
"(a*|b*)a{2,}","positive example: [aaa, bbaa, aaaaa, bbaaa], negative example: [a, b, ab, ba, aab, bba]"
(a)*(bbb)*((a)*(bbb)*)*,"positive example: [""a"", ""bbb"", ""abbb"", ""aabbb"", ""abbba"", ""bbba"", ""bbbabbb"", ""aaabbbaaabbb""],  
negative example: [""b"", ""bb"", ""ab"", ""ba"", ""bbab"", ""aab"", ""bbaab"", ""bbabba""]"
(b|(ab|ba)+)b,"positive example: [bb, abb, bab, ababb, babaab], negative example: [b, ab, ba, abab, baba]"
(bb*)+(bbb)*,"positive example: [bb, bbb, bbbb, bbbbbb, bbbbbbbb, bbbbbbbbbb], negative example: [b, bbbbb, bbbbbbb, bbbbbbbbb, bbbbbbbbbbb, bbbbbbbbbbbb]"
((11)*1|0*),"positive example: [""11"", ""111"", ""1"", ""0"", ""00"", ""011"", ""1111""], negative example: [""01"", ""10"", ""0001"", ""101"", ""1100""]"
1|1*,"positive example: [""1"", ""11"", ""111""], negative example: ["""", ""0"", ""01""]"
(b)*(a|b)(b)*,"positive example: [b, a, bb, ab, ba, bbb, abb, bba, bbab], negative example: [aa, aaa, aba, bab, baba, aab, baa]"
b|(a|b)(bb|a*|ba*b)*a*,"positive example: [b, a, aa, aba, bba, abba, aabba, bbbaa, baaab, abbaa],  
negative example: [c, ab, ba, aab, bbaa, aaaa, bbbb, abab, baba, aaabbb]"
(a|b)(a|ba(a|b))*(b|ba)?,"positive example: [aa, ab, ba, bba, aab, aba, baba, aaba, abba, bbaa], negative example: [bb, a, b, aaa, bbb, abab, baaa, abab, baab, babb]"
a+(b)*(a)*,"positive example: [aa, aab, aaba, ab, aaa, aabba], negative example: [b, aba, baa, aabab, abab, ba]"
[ab]*(baa)b*,"positive example:[baa, abbaa, aabaa, bbaa, baaab], negative example:[ab, baba, aab, bb, abab]"
a*b*a+,"positive example: [""aaabba"", ""baa"", ""aabbaa"", ""bbbaaa"", ""aaaa""], negative example: [""abab"", ""aba"", ""baba"", ""aabab"", ""baab""]"
(a*|(b*aa*)*),"positive example: [a, aa, b, baa, baaa, aabaa], negative example: [ab, ba, bba, aab, aba, baba]"
0?(0*|1)01*,"positive example: [""001"", ""101"", ""0001"", ""11"", ""01""], negative example: [""10"", ""100"", ""000"", ""111"", ""0010""]"
((ab)*(ba)*)|abb*ba,"positive example: [ab, ba, abba, abbaba, ababba], negative example: [a, b, aba, baba, abab]"
(((1?)*|(11?)*)|(111?)*),"positive example:["""", ""1"", ""11"", ""111"", ""1111"", ""11111"", ""111111"", ""1111111""],  
negative example:[""0"", ""01"", ""10"", ""011"", ""101"", ""110"", ""0111"", ""1011"", ""1101"", ""1110""]"
a*b*,"positive example: [""a"", ""b"", ""aa"", ""bb"", ""aab"", ""abb"", ""aabb""], negative example: [""abab"", ""ba"", ""aba"", ""bab"", ""abba""]"
(01*0*1*0)*,"positive example: [""010"", ""01010"", ""0110"", ""010010"", ""010110""],  
negative example: [""00"", ""11"", ""011"", ""100"", ""0101""]"
((0(0|1)*0)(1(0|1)*1))?,"positive example:[00, 0011, 010101, 00001111, 001101],  
negative example:[0, 1, 01, 10, 111000]"
a((ab)|(ba))*,"positive example: [a, aab, aba, aabab, ababa], negative example: [aa, abb, baa, abab, baba]"
a|b(a*|ab*ab*),"positive example: [a, b, ba, baa, bab, baab, baaa, baaba, babab, baabab], negative example: [bb, aba, bba, abab, baba, babb, abaa, abba, ababb, bbaa]"
(b(a)*(bb)*)*,"positive example: [""b"", ""ba"", ""bba"", ""bab"", ""bbab"", ""baab"", ""bbaa"", ""baba"", ""bbabba"", ""baabba""],  
negative example: [""a"", ""bb"", ""ab"", ""aab"", ""aba"", ""abba"", ""bbb"", ""babb"", ""baaab"", ""bbbba""]"
(1(11))*,"positive example: [""1"", ""111"", ""111111"", ""111111111""], negative example: [""11"", ""1111"", ""11111"", ""1111111""]"
(ab|ba)(ab|ba)*(aa|ab|bb|ba)*,"positive example: [abab, baba, abba, baab, ababaa, babaab, abbaab, baabba], negative example: [a, b, aa, bb, aba, bab, aab, bba]"
a*|(ab)*|(ba)*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""ab"", ""abab"", ""ba"", ""baba"", ""aab"", ""baa""],  
negative example: [""b"", ""bb"", ""aba"", ""bab"", ""abb"", ""bba"", ""aabba"", ""abba""]"
(b+a)*,"positive example: ["""", ""b"", ""a"", ""bb"", ""ba"", ""ab"", ""aa"", ""bbb"", ""bba"", ""bab"", ""baa"", ""abb"", ""aba"", ""aab"", ""aaa"", ""bbba"", ""baba"", ""baaa"", ""abba"", ""aaba"", ""aaab"", ""aaaa""],  
negative example: [""c"", ""bc"", ""ac"", ""bca"", ""abc"", ""aac"", ""bac"", ""babc"", ""aabbc"", ""bbac"", ""baac"", ""abac"", ""aabc"", ""aaac""]"
1*(0+1+0*)|0*(1+0+0*)*,"positive example: [""1"", ""0"", ""10"", ""01"", ""100"", ""001"", ""110"", ""011"", ""111"", ""000"", ""1010"", ""0101"", ""1001"", ""0010"", ""1100"", ""0110"", ""1111"", ""0000""],  
negative example: [""2"", ""12"", ""21"", ""102"", ""201"", ""120"", ""210"", ""1122"", ""2200"", ""1212"", ""2020""]"
abaa*,"positive example: [abaa, abaaa, abaaaa], negative example: [aba, abab, abba]"
a*(b|(b((a*b{2})+a*))+)a*,"positive example: [""aab"", ""bb"", ""abba"", ""aabbba"", ""aaaabbbaa""], negative example: [""a"", ""b"", ""aba"", ""abab"", ""aaabbaa""]"
a*b*(b+ab+ba+b*)*b*a*,"positive example: [""aab"", ""abb"", ""aabb"", ""abab"", ""baba"", ""aaabbb"", ""abba"", ""baab"", ""bbaa"", ""aaaaabbbbb""],  
negative example: [""aba"", ""bab"", ""aabba"", ""baa"", ""abaa"", ""bbab"", ""ababa"", ""babb"", ""aaabba"", ""bbaba""]"
(01)*(10)*,"positive example: [01, 10, 0110, 010110, 1010, 01010110], negative example: [0, 1, 0011, 1100, 011, 1001]"
"a*(b|bb{2,})*a*","positive example: [""a"", ""aa"", ""ab"", ""abb"", ""abbb"", ""aabbba"", ""aaa"", ""abbba""],  
negative example: [""b"", ""bb"", ""ba"", ""baba"", ""abab"", ""abbaa"", ""bba"", ""ababab""]"
0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"positive example: [""0101010101"", ""000111000111"", ""000000111111000000111111"", ""01"", ""00000000000000000000"", ""11111111111111111111""],  
negative example: [""1010101010"", ""1100110011"", ""0000111100001111"", ""10"", ""000111000111000111"", ""111000111000111000""]"
1+(11)*,"positive example: [1, 111, 11111], negative example: [11, 1111, 111111]"
(0+1)*11,"positive example: [11, 011, 1011, 11011, 0011], negative example: [0, 1, 01, 10, 100]"
[0-1]([0-1])?([0-1])?,"positive example: [0, 1, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111], negative example: [2, 3, 12, 20, 22, 123, 012, 102, 120, 210]"
a*|baa*,"positive example: [a, aa, aaa, baa, baaa, baaaa], negative example: [b, ba, aba, aab, baba, abaa]"
(b?)*b(a|b)*|(a|b)*b(b?)*,"positive example: [""b"", ""bb"", ""ba"", ""ab"", ""aab"", ""bba"", ""bab"", ""bbb"", ""abab"", ""baba""],  
negative example: [""a"", ""aa"", ""aaa"", ""aba"", ""baa"", ""aaaa"", ""abaa"", ""baaa"", ""aaba"", ""aaab""]"
(b*(bb)*a*(bb)*)ba*,"positive example: [bbba, bbba, baba, baa, bbaa], negative example: [a, ab, b, ba, bbb]"
(01)*(10)*,"positive example: [01, 10, 0110, 010110, 1010, 011010], negative example: [0, 1, 0011, 1100, 0101, 101001]"
(01)|(01)*,"positive example: [01, 0101, 010101], negative example: [0, 1, 10, 0110]"
(((a|b)a*b)(a(a|b)a*ba)*)?,"positive example: [""ba"", ""aab"", ""baaaba"", ""baaabaaaba""],  
negative example: [""ab"", ""a"", ""b"", ""aa"", ""aba"", ""baaabaaa""]"
(a*ba*)+(a*ba*ba*),"positive example: [ba, aba, bba, abba, ababa, baba], negative example: [a, aa, ab, bab, aab, baa]"
(((1*)?)|((11*)?))|((111*)?),"positive example: [""1"", ""11"", ""111"", ""1111"", """"], negative example: [""0"", ""01"", ""10"", ""101"", ""0011""]"
(0+1+0+)*|(1+0+1*0+1+)*|1*|0*,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""1010"", ""111"", ""000"", ""01010"", ""10101"", ""101010"", ""1"", ""0""],  
negative example: [""2"", ""01a"", ""10b"", ""0011"", ""1100"", ""a1"", ""b0"", ""0102"", ""1011a"", ""0001b""]"
"(a*ab{2,})*","positive example: [aab, aaabb, aabaabb, aabbb, aaaabbbb], negative example: [ab, a, b, aaab, aabb]"
(a|ba|b)a*aaa,"positive example: [aaaa, baaaaa, baaaa, aaaaaa, baaaaaa], negative example: [a, ba, baa, aa, baaa]"
(a)*(ba)*((ba)*(ba)*)*,"positive example: [a, ba, baba, aaa, bababa, aababa, baa, babaababa], negative example: [b, ab, bb, bba, aab, bbaa, aba, abab]"
(a*(b)((a)*bb)*(a)*)|(a*),"positive example: [a, aa, b, ab, aab, aabb, aabba, aabbaa, aabbb, aabbba, aabbbaa, aaa],  
negative example: [ba, aba, bba, abba, aaba, abab, bab, baba, aabab, aababa, aababba, aababaa]"
(a*b*)a{3},"positive example: [aaa, aabbbaaa, bbaaa], negative example: [aab, bba, aaabba]"
0*1*,"positive example: [""0"", ""1"", ""01"", ""001"", ""011"", ""000111""],  
negative example: [""10"", ""101"", ""110"", ""00110"", ""111000""]"
a(a+b)a(a|b)*,"positive example: [aaaa, aaba, aabab, aabaa, aabba], negative example: [aa, ab, ba, bba, aab]"
1+(11*),"positive example: [1, 11, 111, 1111], negative example: [0, 01, 10, 101]"
((aa)|(ab)|(ba)|(bb))*b,"positive example: [b, abb, bbab, aabbaab, bbaabb], negative example: [a, aa, aba, aaa, bbaa]"
a*b*(ab+ba)*b*a*,"positive example: [""aabba"", ""abba"", ""bbaa"", ""aaabbbabbaa"", ""baab""],  
negative example: [""aba"", ""bab"", ""aabab"", ""bbabab"", ""ababab""]"
(b|a)*baa*(b|a)b,"positive example: [baaab, aabaaab, bbaaab, abaaab, baaaab], negative example: [baab, abaa, baaa, aabaa, bbaa]"
(((a*)*b)*b)*((a*)+b),"positive example: [""abab"", ""aababb"", ""bbab"", ""ababab"", ""aabb""],  
negative example: [""aa"", ""b"", ""aba"", ""abba"", ""ababa""]"
b(a|b)*,"positive example: [ba, bb, baa, bab, bba, bbb, baaa, baab, baba, babb], negative example: [a, b, ab, aab, abb, aa, aaa, aab, aba, bbbba]"
"[ab]*b?a{2,}","positive example: [aa, baa, aabaa, bbaa, abbaa], negative example: [a, b, ab, aba, baba]"
ab|ab*aaa,"positive example: [ab, aba, abaa, abaaa, abaaaa], negative example: [a, b, aa, bb, abba, abab, abbaa]"
(a|bb)*b+a*,"positive example: [b, bb, ab, bba, aab, bbba, aaaab], negative example: [a, ba, baa, aba, baba, aaaa, bbbaa]"
0*(0+1*0+|1+0*1+)*0*,"positive example: [0, 00, 010, 0010, 1010, 0000, 01010, 001010], negative example: [1, 11, 011, 110, 101, 111, 0110, 1101]"
aaa+,"positive example: [aaaa, aaaa, aaaaa], negative example: [aa, a, aaa]"
(0(0|1)*0)|(1(0|1)*0),"positive example: [00, 010, 100, 1100, 0100, 1010], negative example: [0, 1, 01, 10, 11, 011, 101]"
aa*b*a*,"positive example: [aaa, aabba, aabaa, aaabbba, aaaabaa], negative example: [ab, bba, aba, bab, aabab]"
(a*(bb(a*))*b)*,"positive example: ["""", ""a"", ""bb"", ""abba"", ""aabbaa"", ""bbaabb"", ""aaabbba"", ""bbabbbaabbb""],  
negative example: [""b"", ""ba"", ""bab"", ""abab"", ""aab"", ""bbabab"", ""ababba"", ""bbababba""]"
a*(b*aa)*a*,"positive example: [""a"", ""aa"", ""aaa"", ""baa"", ""aabaa"", ""aabaaaa"", ""baaaa"", ""baabaa""],  
negative example: [""b"", ""ab"", ""aba"", ""aaba"", ""bab"", ""aabab"", ""baab"", ""baaba""]"
"a|ba{3,}","positive example: [a, baaa, baaaaa, baaaaaa], negative example: [b, ba, baa, baaaaaaaab]"
b*a*ba*b*,"positive example: [""ba"", ""bba"", ""aaabaa"", ""baba"", ""aabab""], negative example: [""ab"", ""b"", ""a"", ""bbaa"", ""aabb""]"
(101)*|(010)*,"positive example: [101, 010, 101101, 010010, 101101101, 010010010], negative example: [1, 0, 11, 00, 100, 011, 1010, 0101]"
(a*ba*b*b)*,"positive example: [ab, aabab, aabbaaab, baab, bbaab], negative example: [aa, bbb, aaba, abab, baaa]"
0*|00*|11*|11*00*11*|00*11*00*,"positive example: [""0"", ""00"", ""1"", ""11"", ""0011"", ""110011"", ""000111000""],  
negative example: [""01"", ""10"", ""101"", ""010"", ""001100"", ""1100011"", ""000111001""]"
(aa|bb)*aaa+,"positive example: [aaa, aaaaa, bbaaaa, aabbaaa, bbbaaa], negative example: [aa, bb, aab, bba, aabbaa]"
(aa|bb|ab)*,"positive example: [aa, bb, ab, aaaa, bbbb, abab, aabb, bbaa, aaab, bbaaab], negative example: [a, b, aba, bab, aab, bba, aabba, bbaab, abba, baab]"
1(1?)*|0*,"positive example: [1, 11, 111, 0, 00, 000, 10, 110, 1110], negative example: [2, 01, 011, 101, 001, 12, 21, 121]"
1*|((0|1)1(0|1))*,"positive example: [1, 11, 101, 110, 111, 010, 011, 1010, 1101, 1111],  
negative example: [0, 00, 000, 0100, 100, 001, 0001, 1000, 0010, 0000]"
001|110|10101,"positive example:[001,110,10101],negative example:[000,111,10110]"
a*(b*aa)*a,"positive example:[""a"", ""aa"", ""aaa"", ""baa"", ""aabaa"", ""aaaa"", ""baaaa"", ""aabaaaa""],  
negative example:[""b"", ""ab"", ""ba"", ""aba"", ""aab"", ""baab"", ""aaba"", ""aababaa""]"
(a|b)+b*aa+b+,"positive example: [abbaaab, bbbaaab, aabbaaab, abaaab, bbaaab], negative example: [abba, bbbaa, aabba, aba, bbaa]"
(b*|a+ab*|aa+b*)(b*|aa*b*|a+ab*)(b*|aa+b*|a+ab*),"positive example: [""bb"", ""aab"", ""aaaab"", ""abab"", ""aabb"", ""aaabbb"", ""bbbb"", ""aabbb"", ""aaab""],  
negative example: [""a"", ""ba"", ""aba"", ""baa"", ""abba"", ""bab"", ""baab"", ""ababab"", ""bbab""]"
(a|b)?a*b(a|b),"positive example: [ab, ba, aab, bba, aaab, abab, bbab], negative example: [a, b, aa, bb, aba, bab, aaa, bbb]"
0*(1(11)*0)*,"positive example: [0, 1, 110, 11110, 001110], negative example: [01, 011, 111, 101, 0110]"
(0|1)|(0*|1*),"positive example: [0, 1, 00, 11, 01, 10], negative example: [2, 3, 012, 1010, 0011]"
((a*)|(ba(a)*)),"positive example: [a, aa, ba, baa, baaa, aaa], negative example: [b, bb, ab, aba, abaa, bba]"
0*1*0*1*1*0,"positive example: [010, 00110, 0001110, 1110, 000110], negative example: [001, 1001, 0101, 0000, 1111]"
0|1|(01|10)*,"positive example: [0, 1, 01, 10, 0101, 1010, 0110, 1001], negative example: [00, 11, 001, 110, 0111, 1000, 000, 111]"
(0*1|10*|0*111+|111+0*|0*10*),"positive example: [""01"", ""10"", ""0111"", ""1110"", ""010""],  
negative example: [""00"", ""11"", ""110"", ""001"", ""1010""]"
(1(11)*|0*)(1(11)*|0*)(1(11)*|0*),"positive example: [""000"", ""111"", ""011"", ""101"", ""110"", ""000111"", ""011011"", ""111000""],  
negative example: ["""", ""1"", ""0"", ""01"", ""10"", ""0011"", ""1100"", ""10101""]"
1|(0|1)*1(0|1)1*0*,"positive example: [1, 010, 11010, 1110, 1010], negative example: [0, 00, 011, 100, 1111]"
"ab*b?a{2,}","positive example: [abbaaa, abbbaa, ababaaa, abbaaaaa], negative example: [abba, aba, abab, abbba]"
((0(1*0*)*0)|(1(1*0*)*1))*,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0011"", ""1100"", ""0101"", ""1010""], negative example: [""2"", ""01"", ""10"", ""011"", ""100"", ""0001"", ""1110"", ""0100"", ""1011"", ""00101""]"
a+b*a*,"positive example: [aab, aaa, abba, aabaa, ab], negative example: [b, ba, bba, abab, baba]"
0*1+0*,"positive example: [""01"", ""10"", ""0010"", ""000111000"", ""1110""], negative example: [""0"", ""1"", ""00"", ""11"", ""010""]"
(ab+ba)*(aa+bb)*,"positive example: [ab, ba, aa, bb, abba, baba, aabb, bbaa, abaa, babb, abbbaa, bbaaab], negative example: [a, b, aba, bab, abab, baba, aab, bba, ababba, bbaaba]"
(a*b*)a{3}a*,"positive example: [aaa, aaaaa, baaa, aabaaa, bbaaa], negative example: [aa, ab, aab, bba, aabba]"
"b*a{2,}","positive example: [baa, bbaaa, aaaa, bbbaa], negative example: [b, a, ba, baba, abaa]"
(a+b)*(bb+bbb)*(a+b)*,"positive example: [ab, aab, bbb, abba, aabbb, bbba, abab, aabbbba], negative example: [aa, bb, aaaa, bbbb, ababab, baba, aaab, bbaa]"
1+0,"positive example: [10, 110, 1110], negative example: [0, 1, 01]"
1*[11]*,"positive example: [1, 11, 111, 1111, 11111], negative example: [0, 01, 10, 110, 101]"
(10|01)*(10|01)*,"positive example: [1010, 0101, 101001, 010110, 101010], negative example: [11, 00, 1100, 0011, 1001]"
((0+1+0+)|(1+0+1+))*,"positive example: [010, 101, 010101, 101010, 010101010], negative example: [00, 11, 0110, 1001, 001100]"
[a-b]*[b]+a{2},"positive example: [bbaa, bbaaa, abbaa], negative example: [aa, bba, abab]"
a*bb*a*bb*,"positive example: [""abb"", ""aabba"", ""bb"", ""aabb"", ""abbaaabbb""], negative example: [""ab"", ""ba"", ""aaba"", ""bab"", ""aabab""]"
(0*1+0+)*(1*0+1+)*,"positive example: [""0101"", ""001100"", ""110110"", ""000111000"", ""101010""],  
negative example: [""0110"", ""0011"", ""1100"", ""00001111"", ""101101""]"
(01*01*)*,"positive example: [0101, 010101, 01010101, 010010, 01001001], negative example: [0110, 010, 0011, 1010, 010011]"
(ab*b)|(a*),"positive example: [ab, abb, a, aa, aab, abbb], negative example: [b, ba, aba, bba, bab, aabba]"
(b*(aa?))*,"positive example: [baa, bbaa, bba, a, aa], negative example: [bbba, bbba, ab, baba, aab]"
(b)((a|b)(a|b))*,"positive example: [ba, bba, baba, bbaa, baa], negative example: [a, bb, ab, baaa, bbaaa]"
0*0?|111*,"positive example: [""0"", ""00"", ""000"", ""111"", ""1111""], negative example: [""01"", ""10"", ""011"", ""110"", ""0011""]"
(aaa|aba)*,"positive example: [aaa, aba, aaaaba, abaaba, aaaaaa, abaaaa, aaaabaaba], negative example: [aa, ab, aab, baa, aabaa, abba, aabbaa]"
a*b*a*b*,"positive example: [ ""aabbaabb"", ""abab"", ""aaabbb"", ""ab"", ""aabb"" ],  
negative example: [ ""aba"", ""baab"", ""aab"", ""bba"", ""abba"" ]"
(ab)*,"positive example: [ab, abab, ababab, abababab, ababababab], negative example: [a, b, aba, abb, ba, baba, abba, abbba]"
(a+b*bb*)*,"positive example: [a, b, bb, abb, bbb, aabb, abbb, bbba, bbbbb, aabbb],  
negative example: [ab, ba, baba, aaab, abab, baa, babbab, ababab, bbbab, abbba]"
(((1+)+)|0)|0*,"positive example: [0, 00, 000, 1, 11, 111, 10, 110, 1110], negative example: [01, 001, 101, 011, 0001, 1111, 100, 1100, 11110]"
a*b(aa)*,"positive example: [ba, baa, aabaa, aaabaaa, baaaa], negative example: [ab, aba, aaba, baaaab, aabbaa]"
(a(a+b)a),"positive example: [aaa, aba], negative example: [a, b, aa, ab, ba, bb, aab, abb, baa, bab]"
a*(b(bb)*)*a*b(bb)*a*,"positive example: [""aabbba"", ""bba"", ""ababbba"", ""aabbbba"", ""bbbba""],  
negative example: [""abab"", ""aaba"", ""bbab"", ""abbaa"", ""babab""]"
0*1(0*|1)1,"positive example: [01, 011, 0011, 0101, 000111], negative example: [0, 1, 10, 110, 0010]"
(a*b)*,"positive example: [ab, aab, aaab, b, abab, aabab], negative example: [ba, aba, aaba, aaaba, baa, abba]"
0*1*0*10*1*,"positive example: [""0101"", ""000111000111"", ""001001"", ""0001101"", ""111000111""], negative example: [""1010"", ""010"", ""001100"", ""110011"", ""000111000""]"
(a|b)*b,"positive example: [b, ab, aab, bb, abb], negative example: [a, aa, aaa, ba, bba]"
((b)(a))*,"positive example: [ba, baba, bababa, bb, bbb], negative example: [a, ab, b, aa, aba]"
a*(b+)*a*,"positive example: [ ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bba"", ""aab"", ""aaa"", ""bbba"", ""abba"", ""aabba"" ], negative example: [ ""c"", ""ac"", ""bc"", ""abc"", ""bac"", ""aac"", ""bbc"", ""abac"", ""aabbc"", ""abca"" ]"
1*(10|01)*(10|01)*,"positive example: [1, 110, 1010, 1001, 0110, 0101, 11010, 10101, 111, 11110],  
negative example: [0, 00, 010, 101, 011, 001, 100, 1100, 1011, 0111]"
"(a|b)*b*a{2,}","positive example: [aab, bbaa, aabaa, bbbaaa, abbaaa], negative example: [a, b, ab, ba, aaba]"
((b)(a))+,"positive example: [ba, baba, bababa], negative example: [b, a, bb, aa, ab, baa, bbb]"
a*|b(bb*|a*)*,"positive example: [a, aa, b, bbb, bbaa, aabbb, baaaa, bbbba], negative example: [ab, ba, aba, aab, baba, baaab, abbbb]"
(ab|ba|b)*,"positive example: [ab, ba, b, abb, bba, abab, baba, bbb, ababab, bababa], negative example: [a, aa, bb, aab, baa, abba, baab, abbba, baaab, ababba]"
(a*b*(baa+)+a*b*)*b+,"positive example: [ ""bb"", ""abbaa"", ""aabbaab"", ""baabbaaab"", ""aabbaabbaab"" ], negative example: [ ""a"", ""ba"", ""abab"", ""baaba"", ""aabba"" ]"
(0*1|10*|0*111+),"positive example: [""01"", ""10"", ""0111"", ""00111"", ""0001"", ""1000"", ""0000111""], negative example: [""0"", ""1"", ""11"", ""111"", ""001"", ""110"", ""0000""]"
a*(b*aaaa*)*,"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""ba"", ""baa"", ""baaa"", ""baaaa"", ""ab"", ""aab"", ""aaab"", ""aabaaaa""],  
negative example: [""aba"", ""abab"", ""aaba"", ""baaab"", ""baaaba"", ""baaabaa"", ""baaabaaa"", ""baaabaaaaa""]"
(a|bb|b)*b,"positive example: [b, bb, ab, bbb, abb, bbab], negative example: [a, aa, bba, abab, baba, aab]"
ab*,"positive example:[a, ab, abb, abbb], negative example:[b, ba, bbb, aa]"
a*(b+a)*(bb)*(b+a)*,"positive example: [ab, aab, abb, aabb, aaab, abbb, aabbb, aaaab, abbbb], negative example: [ba, bba, aba, baba, bbba, abab, bbbaa, aabab, bbaab]"
(0*10*10*)*,"positive example: [""1010"", ""0101"", ""00100100"", ""101010"", ""000100010001""],  
negative example: [""0"", ""1"", ""00"", ""11"", ""0001"", ""1000"", ""010""]"
bb*b+,"positive example: [bbbb, bbbb, bbbbb], negative example: [b, bb, bbbb]"
(0*|(01)*)*,"positive example: ["""", ""0"", ""00"", ""01"", ""0101"", ""000"", ""00101"", ""01010""],  
negative example: [""1"", ""10"", ""011"", ""100"", ""1010"", ""110"", ""0011"", ""01011""]"
a*ba*|a*bbb*a,"positive example: [ba, aba, aabaa, bbba, aabbbaa], negative example: [aa, bb, abab, baba, abbba]"
0*1|1*,"positive example: [""1"", ""01"", ""001"", ""11"", ""111""], negative example: [""0"", ""00"", ""10"", ""011"", ""101""]"
b*(a*|bb*),"positive example: ["""", ""a"", ""aa"", ""b"", ""bb"", ""ba"", ""bba"", ""bbb"", ""ab"", ""aab"", ""baba"", ""bbaa""],  
negative example: [""abab"", ""abaab"", ""babab"", ""baab"", ""aabb"", ""bbab"", ""bbaba""]"
(0*10*1)*(01)*,"positive example: [""01"", ""101"", ""10101"", ""0101"", ""1010101""],  
negative example: [""0"", ""1"", ""10"", ""100"", ""110""]"
ab*aaa,"positive example: [abaaa, abbaaa, abbbaaa], negative example: [aaa, abaa, aba]"
(11)*0*(11)*0*1*0*(11)*,"positive example: [ ""11001101"", ""110"", ""1100110"", ""11110011110"", ""0110"" ],  
negative example: [ ""111"", ""0001"", ""1010"", ""11011"", ""111000"" ]"
(1)+(01)+,"positive example: [1101, 11101, 10101], negative example: [101, 011, 1001]"
a*b((ba|a)*b)a*,"positive example: [""abba"", ""aabbaa"", ""ababba"", ""aababaa"", ""abababba""], negative example: [""aba"", ""baa"", ""aab"", ""bab"", ""abab""]"
(a|b)(a|b)aaa*,"positive example: [aaabba, baaaaa, aabaaa], negative example: [abba, baa, aabaa]"
a*|(a*b*),"positive example: [a, aa, aaa, ab, aab, abb, aabb, b, bb], negative example: [ba, aba, baa, abc, aabba, abab, baba]"
"a|b{2,}a{3,}","positive example: [aaabaa, bbaaaa, bbbaaaaa], negative example: [a, ab, baa, abaa, bbaa]"
((001)|(10101)|(110)),"positive example: [001, 10101, 110], negative example: [000, 111, 1010]"
((1+0*1+)*|(0+1*0+)*)*|0|1,"positive example: [""0"", ""1"", ""10"", ""01"", ""101"", ""010"", ""1100"", ""0011"", ""101010"", ""010101"", ""11001100"", ""00110011""],  
negative example: ["""", ""2"", ""00"", ""11"", ""1001"", ""0110"", ""110"", ""001"", ""1010"", ""0101"", ""111"", ""000""]"
(a*|b+)bb*|a*,"positive example: [a, aa, b, bb, bbb, ab, aab, abb, aaab, bbbb], negative example: [ba, aba, baba, abab, aaba, bbaa, abba]"
(a*b*(aa)a*)*,"positive example: [aa, aaa, aabaa, aabaaa, baa, baabaa], negative example: [ab, aba, b, bb, aab, aabb]"
a*(b(aa)*)a*,"positive example: [""ba"", ""baa"", ""baaaa"", ""aabaa"", ""aaaaabaaaa""], negative example: [""ab"", ""aba"", ""aaba"", ""baab"", ""baaba""]"
(0)*(111)*(0)*,"positive example: [0, 000, 111, 01110, 000111000, 111111, 0011100],  
negative example: [01, 110, 101, 0011, 1110, 0111, 000111001]"
aa(b*|ba),"positive example: [aab, aaba, aabbb, aabba], negative example: [aa, a, ab, aba, aabbc]"
(b?)*b*(b?)*,"positive example: [""b"", ""bb"", ""bbb"", ""b"", ""bb"", ""b"", ""b"", ""b"", ""bbbb""],  
negative example: [""a"", ""ab"", ""ba"", ""abc"", ""bbab"", ""baba"", ""abbb"", ""babb""]"
a*(baaaa*)*,"positive example: [a, aa, baaaa, aabaaaa, aabaaaaa, baaaaaa, aabaaaaaaa], negative example: [b, ab, aba, aab, ba, aaba, baa]"
b*b|bb*,"positive example: [""b"", ""bb"", ""bbb"", ""bbbb"", ""b"", ""bb"", ""bbb""],  
negative example: ["""", ""a"", ""ab"", ""ba"", ""baba"", ""bbbaa""]"
(ab+ba?)*,"positive example: [ab, ba, abba, baba, abab, abbaba, babaab], negative example: [a, b, aa, bb, aba, baa, ababba]"
((a|b)*(ab|b)b)*,"positive example: [abab, bbb, abbb, aabab, babb], negative example: [a, b, aba, abba, baba]"
0*(11)*0*10*|0*,"positive example: [""0"", ""11"", ""00110"", ""0001000"", ""110"", ""0110""], negative example: [""1"", ""01"", ""101"", ""1101"", ""01101"", ""111""]"
(00*10*1)*(01)*,"positive example: [ ""01"", ""001101"", ""00010101"", ""000100101"", ""010101"" ], negative example: [ ""0"", ""1"", ""001"", ""1001"", ""0100"" ]"
