Attempt Regex,DeepSeek Output
a*(bab)*(a|bb)*b(a|bb)*a*(bab)*a*,"positive example: [""bababba"", ""aababbbabba"", ""bbababbaa"", ""babababbaa"", ""aabababba""],  
negative example: [""abba"", ""babab"", ""bbabbaa"", ""aababbb"", ""bababab""]"
((a|b)a*ba)*((a|b)a*b|(a|b)a*ba),"positive example: [aabaa, aabab, baba, aaabaa, baaaba], negative example: [aa, bb, aba, baaa, aabba]"
((a|b)a*b)|((a|b)a*ba)*,"positive example: [aa, ba, aab, bab, aaba, baba, aababa, bababa],  
negative example: [ab, bb, aba, bba, abab, bbab, ababa, bbaba]"
a*b(a*ba*b),"positive example: [""abaab"", ""aabaaab"", ""baab"", ""aabab""], negative example: [""ab"", ""ba"", ""aaba"", ""baba""]"
"a*ba{2,}[ba]*b","positive example: [baaab, abbaaab, baaaaab, baaabbb], negative example: [ab, ba, aab, baa]"
(a*b*(baa)a*b*(b)),"positive example: [abbaab, aabbaaab, baaab, abbaabab], negative example: [abab, baa, aabb, abbaa]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111],  
negative example: [11, 110, 101, 1001, 1010, 1111, 0000, 0110, 1100, 10100, 10010, 11000, 11110, 00000, 00101, 01010, 01100, 101000, 100100, 110100, 111000, 000000, 001010, 010101, 011110, 1010000, 1001000, 1101000, 1110000, 0000000]"
"(b{1}a{2,})","positive example: [baa, baaaa, baaa], negative example: [ba, bbaa, baaaab]"
b((a*ba*)(a*ba*))*,"positive example: [b, bab, babab, babaab, baaabaaab], negative example: [a, ba, ab, baa, baaa]"
[ab][ab]*(a)(a)(a)[a],"positive example: [baaaaa, aaaaaa, abaaaa], negative example: [abaa, baaa, aaaa]"
((a|b)((a*b)|(a*ba)))?,"positive example: [a, b, aa, ab, ba, aab, aba, baa, aaba, aaaab], negative example: [bb, aaa, bbb, aabb, abab, baba, aabba, abaab]"
a*b*baaa*bb*,"positive example: [abbaaab, aabbaaabb, bbaaaabbb], negative example: [abab, aaaab, bbbbaa]"
a+(baa)*|a*,"positive example: [a, aa, aaa, abaa, abaabaa, aabaa, aabaabaa], negative example: [b, ba, aba, baaa, aab, aaab, abaaba]"
0*10*(10*1)*0*,"positive example: [""0"", ""1"", ""01"", ""10"", ""010"", ""101"", ""0101"", ""00100"", ""01010"", ""10101""],  
negative example: ["""", ""00"", ""11"", ""011"", ""110"", ""0011"", ""1100"", ""01011"", ""10110"", ""001100""]"
(101)*,"positive example: [101, 101101, 101101101], negative example: [10, 1010, 1101]"
b(a*)(bb)*,"positive example: [ba, baa, bbb, baaabbb, baaaabbbb], negative example: [b, bb, bab, bba, baaaab]"
(aa*|bb*)(aa*|bb*)aaaa*,"positive example: [aaaaaa, aabaaaa, bbaaaa, aaaa, bbbaaaaa], negative example: [a, b, ab, ba, aab, bba]"
(1+0*1+)|(0+1*0+)?,"positive example: [1101, 0110, 111, 0000, 10101], negative example: [0011, 1100, 010, 1010, 00011]"
(a|b)a*ba,"positive example: [aba, aaba, baba, aaaba, bba], negative example: [ba, ab, aab, baa, abab]"
a*|((b)(aa))*,"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""baa"", ""baabaa"", """", ""baaabaa""],  
negative example: [""ab"", ""ba"", ""aab"", ""bb"", ""aabaa"", ""baaaa""]"
00(0|1)*00,"positive example: [0000, 00100, 0001000], negative example: [000, 0010, 0100]"
(11|0|101)*,"positive example: [11, 0, 101, 110, 1011, 11011, 0, 101011], negative example: [1, 10, 100, 1110, 1010, 001, 1100]"
b(bb)*a*,"positive example: [ba, bbba, bbbbaaa], negative example: [a, bb, baba, bbbab]"
((ab)+|(ba)+)?,"positive example: [ab, ba, abab, baba, ababab, bababa, abba, baab], negative example: [a, b, aa, bb, aba, bab, abbaa, bbaab]"
baa+,"positive example:[baa, baaa, baaaa], negative example:[ba, baba, baaaab]"
(a|bb)*|(a|bbb)*,"positive example: ["""", ""a"", ""bb"", ""aaa"", ""bbbb"", ""abba"", ""bbbaa"", ""abbba""],  
negative example: [""b"", ""ba"", ""bab"", ""abab"", ""bbab"", ""ababab"", ""bbbaab""]"
(a*bb+a*)|a*,"positive example: [""bb"", ""aabba"", ""aaaaa"", ""abb"", ""aabb""], negative example: [""b"", ""ab"", ""ba"", ""aab"", ""bab""]"
(a+(bb))*a*,"positive example: [""a"", ""aa"", ""bb"", ""aabba"", ""bbaa"", ""aaa"", ""aabbaa"", ""bba"", ""aabbbba""],  
negative example: [""b"", ""aba"", ""ab"", ""ba"", ""abba"", ""aab"", ""bbab"", ""aabbab"", ""bbaaaab""]"
0+(1+0+)*|1+(0+1+)+,"positive example: [0, 1, 00, 11, 010, 101, 0001, 1110, 01010, 10101], negative example: [01, 10, 011, 100, 0011, 1100, 0101, 1010, 00110, 11001]"
(a(b(aa)+)*)*,"positive example: [aba, abaaa, abaaabaa, abaaabaaa, abaaabaaabaa], negative example: [a, ab, abaab, ababa, abaaababaa]"
(a|b)*(baa)+(a|b)b+,"positive example: [baaab, baaabb, abbaaab, bbaaabb], negative example: [a, b, ab, ba, baaa, bbaa, bbaaaa]"
0*|(10*1)+,"positive example: ["""", ""0"", ""00"", ""101"", ""10101"", ""1010101""], negative example: [""1"", ""01"", ""10"", ""100"", ""1010"", ""101010""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100], negative example: [0, 11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0110, 10001, 10100, 11000, 11110, 00000, 00101, 01010, 01100, 10010, 10111, 11011, 11101, 00011, 00110, 01001, 01101, 01110]"
((a|b)aa+a*)*,"positive example: [a, baa, aaa, baaaa, aaaaaa, baaaaa, aabaaa], negative example: [ab, ba, aab, bba, aaba, baba, aaab]"
(10*1)*,"positive example: [11, 101, 1001, 10101, 1010101], negative example: [1, 0, 01, 100, 1010]"
(a|b)(a|b)(aaa)a*,"positive example: [aaabbaa, aabaaaa, bbaaaa, aaaaaa, baaaaa],  
negative example: [aab, bba, aabaa, bbaa, aaa]"
(a|(bb)*)*,"positive example: [a, bb, aaa, bbbb, abb, bba, abba, aabbaa], negative example: [b, aba, baba, aaab, bbbba, abab, baab]"
a*b*(baa)+a*b*b,"positive example: [abbaab, aabbaaab, baaabbb, aaabaaabbb], negative example: [abab, baba, aabba, bbaa]"
(01+)*(010)(1+0)*|(10+)*(101)(0+1)*|0*,"positive example: [""010"", ""0110"", ""01010"", ""101"", ""1101"", ""10101"", ""0"", ""00"", ""000""],  
negative example: [""011"", ""100"", ""0011"", ""1100"", ""111"", ""0001"", ""1010"", ""0100"", ""1001""]"
[a]*([b]([a]{2}[a]*))?,"positive example: [a, aa, aaa, baa, baaaa, aabaa, aabaaaa], negative example: [b, ab, aba, aab, ba, baaa, aaba]"
0+(1+(0|1)*1+)*0+,"positive example: [000101110, 011110, 000010, 01110, 000100], negative example: [00100, 01010, 000, 111, 01001]"
((a|b)a*ba?)?,"positive example: [a, ba, aba, bba, aaba, baba, aaaba, abba, bbba, aabba], negative example: [ab, b, aa, bb, aab, abb, baa, bab, bbb, aaaa]"
(a)*(bbb)*(a)*,"positive example: [""a"", ""bbb"", ""aa"", ""bbbbbb"", ""aabbb"", ""bbbaaa"", ""aaaaabbbbbba""],  
negative example: [""ab"", ""b"", ""ba"", ""abbbbaa"", ""aabbbaab"", ""bbabbb"", ""aaabbbaaab""]"
(11|0)*,"positive example: [""11"", ""0"", ""110"", ""0011"", ""1100"", ""1111"", ""000"", ""110110""],  
negative example: [""1"", ""01"", ""101"", ""1110"", ""011"", ""1001"", ""111"", ""0101""]"
(a)*(a+bb)*(bb)*(a)*,"positive example: [a, aa, aab, aabb, aabba, aabbb, aabbba, aabbbb, bba, bbaa, bbaab, bbaabb, bbaabba, bbaabbb, bbaabbba, bbaabbbb], negative example: [ab, aba, abab, abba, abbab, b, bb, bbb, bbbb, bbbbb, bbaabab, bbaababba]"
0*1((10*1)*|0),"positive example: [""01"", ""0101"", ""011"", ""010101"", ""010"", ""001"", ""0001""], negative example: [""1"", ""10"", ""100"", ""1010"", ""11"", ""00"", ""000""]"
0|1|0(0|1)*0|1(0|1)*1,"positive example: [0, 1, 00, 11, 010, 101, 0000, 1111, 0110, 1001],  
negative example: [01, 10, 001, 110, 0101, 1010, 0001, 1110, 0111, 1000]"
b*a*(baa)b*a*b,"positive example: [baa, bbaa, baaa, bbaaa, bbaabaa, bbaabaaa], negative example: [a, b, ab, aba, baba, bba, aaab, bbaab]"
a*|(bb)*|(bbb)*a*,"positive example: ["""", ""a"", ""aa"", ""bb"", ""bbbb"", ""bbb"", ""bbbbbb"", ""aaaa"", ""bbbbbbbb"", ""bbbaaaa""],  
negative example: [""ab"", ""ba"", ""bba"", ""baba"", ""aaab"", ""bbbaaab"", ""abbb"", ""bab"", ""aabbb"", ""bbabbb""]"
(aaa)|(aba)(a|b)*,"positive example: [aaa, aba, abaa, abab, abaaa, ababa, ababb], negative example: [aa, ab, aab, abb, baa, bab, bbb]"
aba+a(a+b)*a(a+b)*,"positive example: [abaaaa, ababaa, abaabba, abaababa, abaababba], negative example: [ab, aba, abaa, abab, abaab]"
((a|b)a*b(a|(a(a|b)a*b)*))?,"positive example:[""ba"", ""aba"", ""baaab"", ""aabba"", ""aaabbaaab"", ""b""], negative example:["""", ""a"", ""baba"", ""abab"", ""aab"", ""bb""]"
0*(1|1)0*,"positive example: [0, 1, 00, 01, 10, 000, 001, 010, 100, 0000, 0001, 0010, 0100, 1000],  
negative example: [11, 101, 011, 110, 111, 1010, 0101, 1100, 0011, 1111]"
(a|bb)*b(a|bb)*,"positive example: [ab, b, bbb, abb, bbba], negative example: [a, aa, baa, abba, bbab]"
ab(a|b)*aaa,"positive example: [abaaa, abbaaa, ababaaa, abbbaaa], negative example: [aba, abba, abab, abbb]"
0*|1*|(0+1+)*0|(1+0+)*1,"positive example:["""", ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""01"", ""10"", ""001"", ""110"", ""010"", ""101"", ""0010"", ""1101""],  
negative example:[""2"", ""01a"", ""b1"", ""0+1"", ""1+0"", ""0012"", ""110a"", ""01b"", ""10c""]"
(a*)|((a*b)aa+),"positive example: [""a"", ""aa"", ""aaa"", ""baaa"", ""aabaa"", ""aabaaa""], negative example: [""b"", ""ab"", ""ba"", ""bba"", ""aaba"", ""aabba""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0110, 0101, 10001, 10100, 11000, 11110, 00000, 00101, 01010, 01100, 10010, 10111, 11011, 11101, 00011, 00100, 01001]"
(a*|bb)*,"positive example: ["""", ""a"", ""bb"", ""aa"", ""aabb"", ""bbaa"", ""aaa"", ""bbbb"", ""abba"", ""aabbaa""], negative example: [""b"", ""ba"", ""ab"", ""aba"", ""bab"", ""baba"", ""abab"", ""aab"", ""bbaab"", ""ababab""]"
(0*(11)*0*)*,"positive example:["""", ""0"", ""11"", ""0011"", ""1100"", ""001100"", ""000111000"", ""0110"", ""00111100""], negative example:[""1"", ""01"", ""10"", ""011"", ""110"", ""00110"", ""00011100"", ""0111"", ""0011100""]"
(a+)|((b+)*(a+)),"positive example: [a, aa, b, ba, bba, aaa, baaa], negative example: [ab, bb, aba, baba, aab]"
(a|(baa+))+,"positive example: [a, baa, baaa, aaa, baaaaa, abaa, abaabaa], negative example: [b, ba, bb, ab, baba, aab, baaaab]"
0*|(10*1)*|(11)*,"positive example: ["""", ""0"", ""00"", ""101"", ""1001"", ""11"", ""1111"", ""10101"", ""1010101""], negative example: [""1"", ""01"", ""10"", ""110"", ""011"", ""1010"", ""10001"", ""1110"", ""10110""]"
(a|b)(baa)+(a|b)b,"positive example: [abbaaab, abbaab, bbaaab, bbaab], negative example: [abab, bbab, abba, bbba]"
a*b(a|bb)*,"positive example: [ba, bbb, abba, aabbba, aabbb], negative example: [ab, aa, baba, aaba, abab]"
(0|1)|(10*1*|01*0*),"positive example: [0, 1, 10, 01, 100, 011, 101, 010],  
negative example: [00, 11, 110, 001, 111, 000, 1010, 0101]"
(0(0*1*)*0)*|(1(0*1*)*1)*,"positive example: [00, 11, 010, 101, 001100, 110011, 0000, 1111, 0010, 1101],  
negative example: [01, 10, 0110, 1001, 001, 110, 0001, 1110, 0, 1]"
((a)+|(b)*|(a)*),"positive example: [""a"", ""aa"", ""b"", ""bb"", ""aab"", ""baa"", ""ab"", ""ba""], negative example: [""c"", ""ac"", ""cb"", ""abc"", ""bac"", ""ca"", ""bc""]"
(a|b)*baa+b,"positive example: [baab, bbaab, aabaaab, abbaab, bbaaab], negative example: [a, b, ab, ba, baaa]"
((ab)+(ba))*,"positive example: [abba, ababba, abababba, ba, abab, ababab], negative example: [a, b, aba, bab, abababab, baba]"
b*a*b+a+a+b+,"positive example: [bbbaabaaaab, aabbaaab, bbaaabbb], negative example: [bbaab, aaab, bbaaab]"
0*((10*)1)*,"positive example: [""0"", ""01"", ""010"", ""001"", ""0101"", ""00101"", ""0001010""], negative example: [""1"", ""10"", ""100"", ""1010"", ""110"", ""111"", ""10101""]"
"a*b?a{2,}","positive example: [""aaa"", ""baa"", ""aabaa"", ""aaaa"", ""aabbaa""],  
negative example: [""a"", ""ab"", ""ba"", ""aba"", ""aaba""]"
(0*|10+1)+,"positive example: [""0"", ""10"", ""101"", ""000"", ""10101"", ""00101""], negative example: [""1"", ""11"", ""100"", ""010"", ""110"", ""1010""]"
((1+0+)*1+)|((0+1+)*0+),"positive example: [110, 010, 1110, 0010, 101010], negative example: [0, 1, 01, 10, 0001]"
(bb)*(a)*(bb)*,"positive example: [bb, a, bba, bbaa, bbbbaa], negative example: [ba, aba, bbab, bbaab, bbbaba]"
(b(aa)+)*,"positive example: [baa, baaaa, baaaaaa, baa baa, baa baaaa], negative example: [b, aa, baaaab, baaabaa, baaaaaab]"
(b*(aaa)b*)*,"positive example: [aaa, baaa, aaab, baaab, bbbaaabbb, aaaaaa, bbaaabbaaabbb], negative example: [a, b, ab, ba, aab, bba, aabb, baba, bbbaaaab, aaabbbaa]"
(0*)1(0*),"positive example: [""1"", ""01"", ""10"", ""001"", ""100"", ""0001"", ""1000"", ""00001"", ""10000""], negative example: ["""", ""0"", ""00"", ""000"", ""0000"", ""11"", ""101"", ""010"", ""0011"", ""1100""]"
(a)*(b)(bb)*(a)*,"positive example: [ab, bba, aabba, baaa, aaabbbba], negative example: [aba, baba, abab, aabb, bbaa]"
"a|(ba{2,})","positive example: [a, baa, baaa, baaaa], negative example: [b, ba, aba, aab]"
((a*bb)+(bbb*a*))*,"positive example: [bb, abbbb, aabbbbaa, bbb, aabbb, bbaa], negative example: [a, b, aba, baba, aaab, bbba]"
(b(aa)+)*a*,"positive example: [""baaa"", ""baaaaaa"", ""aaa"", ""baa"", ""baabaaa""], negative example: [""b"", ""ba"", ""aba"", ""baab"", ""baaaaab""]"
(1+(0*1))*|(0+(1*0)*)*,"positive example: [""1"", ""10"", ""101"", ""1101"", ""0"", ""01"", ""010"", ""0101""], negative example: [""2"", ""11"", ""00"", ""100"", ""0110"", ""111"", ""000"", ""1010""]"
0*|(0*|11)*|(0*10*1)0*,"positive example: ["""", ""0"", ""00"", ""11"", ""0011"", ""0101"", ""0000"", ""1100"", ""001001"", ""010010""], negative example: [""1"", ""01"", ""10"", ""101"", ""1001"", ""0110"", ""1101"", ""1010"", ""00101"", ""01010""]"
(b*a*aa+b*|b*),"positive example: [""aa"", ""baa"", ""baaa"", ""b"", ""bb"", ""bbb"", ""a"", ""ba"", ""bba""], negative example: [""ab"", ""aab"", ""bab"", ""abaa"", ""baab"", ""baba"", ""abba""]"
(10*(11)*0*10*1)|1011,"positive example: [1011, 100101, 1010101, 101101, 10001101], negative example: [111, 1000, 10101, 1101, 10011]"
(ab)+,"positive example: [ab, abab, ababab], negative example: [a, b, aba, bab]"
0*10*1,"positive example:[""101"", ""0101"", ""001001""], negative example:[""11"", ""100"", ""0001""]"
0*|(0*10*1)*,"positive example: [0, 00, 000, 1, 0101, 001001, 00010001], negative example: [01, 10, 011, 100, 010, 0010]"
((aa*bbb*a*)+(a*))*,"positive example: [aabbba, aaaabbbbaa, aabbbaaa, aabbbaabbba, aaaabbbbaaaabbbbaa],  
negative example: [ab, b, aab, aaabbb, aabbbabbba]"
(a)*(bb+bbb)*(a)*,"positive example: [aa, bb, bbb, aabbb, bba, aabbba, aaa, bbbbb, aabbbba], negative example: [ab, ba, b, a, baba, abab, bbbba, aabbbab, aabbbbaa]"
a*(bb+|b+b)*a*(bb+|b+b)*a*,"positive example: [""aabbaa"", ""bb"", ""aabba"", ""abbba"", ""aaaabbbbaa""], negative example: [""aba"", ""abab"", ""aababaa"", ""baa"", ""aabbaab""]"
0|1(0|1)*1|0(0|1)*0,"positive example: [0, 1, 10, 01, 110, 100, 010, 1010, 1110, 1000], negative example: [00, 11, 011, 101, 1100, 0011, 1111, 0101, 0000, 1001]"
1(0*1*)*1|0(0*1*)*0,"positive example: [101, 1001, 110, 0010, 010], negative example: [111, 000, 0110, 100, 0011]"
((a*(bb))*((a)*b)(a)*),"positive example: [ ""bb"", ""aabba"", ""abba"", ""aab"", ""bba"", ""aaabbaa"", ""aabbaa"", ""abbaa"" ],  
negative example: [ ""a"", ""ba"", ""aaa"", ""bab"", ""baa"", ""abab"", ""aaab"", ""bbab"" ]"
(0)*11,"positive example: [11, 011, 0011, 00011], negative example: [1, 0, 001, 110, 111]"
0|(0*10*10*)*,"positive example: [0, 010, 1010, 0010010, 000100100],  
negative example: [1, 011, 1001, 001100, 00011000]"
a*(ba*ba*ba*),"positive example: [aaaabababa, bbb, bababa, abababa, aabaaabaaaba], negative example: [a, aa, ab, ba, aaba, aabba, baba, abab, bbaa]"
(a+|b*)a+,"positive example: [aaa, baa, aaba, bbaa], negative example: [ab, b, a, bb]"
(a?)*(bb|bbb|abb)*(a?)*,"positive example: ["""", ""a"", ""bb"", ""bbb"", ""abb"", ""aabb"", ""bbbb"", ""abba"", ""aaa"", ""bbabba""],  
negative example: [""b"", ""ba"", ""ab"", ""baba"", ""abab"", ""aab"", ""bbaab"", ""bbaba""]"
(a+abb+bba+a)*,"positive example: [a, abb, bba, aabb, bbaa, aabba, aabbbba, aabbabba], negative example: [ab, ba, b, aaab, abbaa, bbbaab, aabab, bbaabb]"
0*10*1(11)*0*,"positive example: [""010110"", ""101100"", ""0010110"", ""101110"", ""0101010""], negative example: [""010"", ""101"", ""001100"", ""1110"", ""00010""]"
0*(1|1|1)0*,"positive example: [""0"", ""1"", ""00"", ""01"", ""10"", ""000"", ""001"", ""010"", ""100"", ""0000"", ""0001"", ""0010"", ""0100"", ""1000""],  
negative example: [""2"", ""11"", ""101"", ""011"", ""110"", ""111"", ""00011"", ""00111"", ""01110"", ""11100""]"
(a*|(b(b)*a(a)*)),"positive example: [""a"", ""aa"", ""b"", ""bba"", ""ba"", ""bbaa"", ""aaa"", ""bbbaaa""], negative example: [""ab"", ""aba"", ""aab"", ""bbab"", ""baa"", ""aabb"", ""baba"", ""abba""]"
a*b*(baa)+a*b+,"positive example: [aabbaaab, bbaaab, aabbaaabbb, bbaaabbb], negative example: [aab, bba, aabba, bbaa]"
"a*(ba{3,})*","positive example: [""a"", ""aaa"", ""baaa"", ""abaaa"", ""aabaaabaaa""], negative example: [""b"", ""aba"", ""baa"", ""baaaa"", ""abaaabaa""]"
b*a*baab*a*b*b,"positive example: [baab, bbaab, bbbbaab, bbaaab, bbaabbb], negative example: [aab, baba, baaab, bbaa, abbaab]"
([a]*[b][a]*(aa))*,"positive example: [baa, aabaa, aabaaaa, baaaa, aabaaaaa], negative example: [b, aa, aba, abaaa, aaba]"
(a|b)(a|b)(ab*)aaaa*,"positive example: [aabaaaa, bbaaaaaa, aabbaaaaa, babaaaaa], negative example: [aaa, bbb, aabaa, baba]"
(0*)|(10*1)*|(110*)*|(0*11)*,"positive example: ["""", ""0"", ""00"", ""101"", ""1001"", ""110"", ""1100"", ""011"", ""0011""], negative example: [""1"", ""01"", ""001"", ""111"", ""1010"", ""1101"", ""0110"", ""00110""]"
(1)|(111)|(11111),"positive example: [1, 111, 11111], negative example: [11, 1111, 111111]"
(a)*b(a|bb)*,"positive example: [b, ab, aba, abba, bba, bbba], negative example: [a, aa, aab, bab, baba, bbbb]"
(a+bb*b)*,"positive example: [a, ab, abb, aab, abbb, aabb, aaab, abab, abbbab, aabbb],  
negative example: [b, ba, baa, baba, bb, bbb, babb, abba, aaba, bbaa]"
(aaaa|aaab|abaa|abab)(a+b)*,"positive example: [aaaaa, aaabbb, abaaa, ababaaa], negative example: [a, b, aba, abba, baaa]"
(0|1)(0|1)0*1*,"positive example: [00, 1101, 01001, 1001, 111], negative example: [0, 1, 011, 1010, 1110]"
0*1(11)*0+,"positive example: [ ""010"", ""01110"", ""011110"", ""001110"", ""00011110"" ], negative example: [ ""0"", ""1"", ""00"", ""11"", ""0101"" ]"
(0|1)|(0|1)(0|1),"positive example:[0,1,00,01,10,11],negative example:[,2,3,001,110,1010]"
(ab+)aaa+,"positive example: [abbaaa, abbbaaaa, abaaaaa], negative example: [aba, abbaa, abbaaab]"
(aa|ab|ba|bb)a*b*(aaa)a*,"positive example: [aaaaa, abbaaa, bbaaaa, aabaaa, baaabaaa], negative example: [a, b, abab, baba, aaabba]"
a*(bb)*,"positive example: [""a"", ""aa"", ""bb"", ""aabb"", ""aabbbb"", ""bbbb""], negative example: [""ab"", ""ba"", ""b"", ""aba"", ""aab"", ""abab""]"
(bb)*(b),"positive example: [bb, bbb, bbbb, bbbbb], negative example: [b, bb, bbbb, bbbbb]"
((a*bbb*a*)+(a*))*,"positive example: [""aabbaa"", ""bbba"", ""aaabbbaaa"", ""aabbbbaa"", ""bb""], negative example: [""abab"", ""ba"", ""aab"", ""bbab"", ""aaba""]"
(bbb*a*)*|a*,"positive example: [a, aa, bbb, bbba, bbbaa, abbb, aabbb, bbbabbba], negative example: [ab, ba, baba, bbaaab, abab, bbbabab]"
((ab)*)*bab((ab)*)*,"positive example: [bab, abbab, ababbab, abababbab, ababababbab], negative example: [a, b, aba, abba, ababab]"
0*1(0*10*1)*0,"positive example: [010, 0110, 01010, 011010, 00100], negative example: [0, 1, 00, 11, 0100]"
0*(11)*(0*10*1(0*|11)*)0*,"positive example: [""0"", ""11"", ""0110"", ""11011"", ""0011001""], negative example: [""1"", ""01"", ""101"", ""0111"", ""00101""]"
(aa)*b(bb)*,"positive example: [b, aab, aaaabbb, aabbb, aaabbb], negative example: [a, ab, aabb, bbb, aaaab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100],  
negative example: [0, 00, 11, 101, 110, 1001, 1010, 1100, 1111, 10001, 10100, 11011, 11101, 00000, 00101, 01010, 01100, 10010, 101000, 101011, 101101, 11000, 11110, 00011, 00110, 01001, 01111, 100101, 101110, 110000]"
(aaa)*(aba+aaa)(a+b)*,"positive example: [aaaaba, aaaabab, abaab, aaaabaaa, aaaabaaab], negative example: [aa, b, ab, aab, aaaaab]"
0*1(11)*0,"positive example: [01, 0110, 011110, 01111110], negative example: [0, 1, 00, 10, 011, 0111, 01100]"
(aba(a+b)*)+(aaa(a+b)*),"positive example: [abaa, abab, abaaa, ababa, aaaa, aaab, aaaaa, aaaab], negative example: [a, b, aa, ab, bb, aba, aab, baa, bab, bbb, aaaaaa, ababab]"
ab,"positive example:[ab, abb, abbb], negative example:[a, b, aa, bb, ba]"
(a)*(bb)*(b)(a)*(bb)*(a)*,"positive example: [abba, aabbba, bbaa, aabba, bbaabba], negative example: [abab, aaa, bbbb, aba, baba]"
(bb)*,"positive example: [bb, bbbb, bbbbbb], negative example: [b, bbb, bbbbb]"
(a)*(baa)*,"positive example: [""a"", ""aa"", ""baa"", ""abaa"", ""aabaa"", ""baabaa""], negative example: [""b"", ""aba"", ""ba"", ""aaba"", ""baaba"", ""bbaa""]"
0*1+0*1*0*|1*0+1*0*1*,"positive example: [ ""010"", ""110"", ""00110"", ""1001"", ""1110"", ""000100"", ""101010"" ],  
negative example: [ ""00"", ""11"", ""000"", ""111"", ""0101"", ""1010"", ""0011"" ]"
(aa|ab|ba|bb)a*b*aaaa*,"positive example: [aaaabaaaa, baaaaaaa, aabbaaaaa, abaaaaaa], negative example: [aaab, bbaa, aaba, bbba]"
a*|a*baa+|baa+,"positive example: [""a"", ""aa"", ""aaa"", ""baaa"", ""baaaa"", ""baaaaa""], negative example: [""b"", ""ba"", ""bb"", ""ab"", ""aab"", ""baaab""]"
(1)|(111)|(11111)|(10)|(1110),"positive example:[1, 111, 11111, 10, 1110], negative example:[11, 110, 1111, 11110, 101]"
0*1(0*(11)*0*)*,"positive example: [01, 0110, 01110, 010110, 01100110], negative example: [0, 1, 10, 011, 01100]"
(11)|(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example: [11, 110, 100, 10, 01, 111, 000, 101, 011, 010, 001],  
negative example: [0, 1, 00, 0111, 1010, 1111, 0000, 1100, 1001, 0101, 0011]"
(010)*|(101)*,"positive example: [010, 101, 010010, 101101, 010101010], negative example: [0110, 1001, 0011, 1100, 010110]"
((a|b)a*b)|((a|b)a*ba)?,"positive example: [aa, ba, aab, bab, aaba, baba], negative example: [ab, bb, aaa, baa, aabb, bbba]"
(a*bbb*)*,"positive example: [abbb, aabbb, bbb, aaabbbbb, abbbabbb], negative example: [a, b, abb, bbba, aab]"
0*(((10*)1)*),"positive example: [""0"", ""0101"", ""0010101"", ""101"", ""010101""], negative example: [""1"", ""01"", ""001"", ""1010"", ""01010""]"
(a*ba*ba*b)|b,"positive example: [b, aba, aabaaab, baba, aabbaab], negative example: [a, aa, abab, bbb, aaaab]"
a*bba*,"positive example: [bba, abba, aabba, aaaabba], negative example: [ab, aa, b, bbb, aba]"
