Regex,Attempt Regex,ChatGPT Output
(a|b)(a|b)+aaa+,"(a|b)*a{3,}","positive example:[aaa, baaaa, ababaaa], negative example:[b, abab, aabaa]"
(ab|ba)*,(ab)*(aa|ab|ba|bb)*,"positive example: [aa, ab, bb, abbaba, abbabb, ababaa, abba, aaabbabb]
negative example: [a, aaa, aba, b, baa, bbb, aaaa, baaaa]"
(a|b)(a|b)+aaa+,[ba]*aaa,"positive example:[baaaa, aaa, aaaaa, baa, baaaa, aaaabaa], negative example:[a, aa, ba, b, bba, ab]"
(a|(b*bb))*,(a|b)*bb(a|b?)*|a*,"positive example:[, bb, aa, ababbab, abb, aaa, abbb, ababb]
negative example:[b, aab, ba, aba, bbb, abba, bab]"
b*a*,(a*)(b*)(a*),"positive example:[, aaa, bbbb, aaabbbaaa, abba]
negative example:[ba, ab, aabbaa]"
0*(10*1)*0*,(0*10*10*)*|0*,"positive example: [0, 00, 010, 01010, 100, 00010]
negative example: [1, 11, 101, 110, 111]"
(0|1)(0|1)*,(0|1)*,"positive example:[, 0, 1, 01, 10, 0011, 1100],negative example:[2, a, b, 123, 0102, c0, 1d]"
(a*ba*b)*a*ba*,(a|(ab)*b)*(ba)*,"positive example: [ , ab, ba, abab, abba, ababab, abbaab, abababa, abbaabba, aba, baba, abbaba]  
negative example: [a, abb, bac, bb, aab, bbb, c, ababababa, baa, bbba, ababb]"
b*a*b*|(a*bb+a*)*,(b|aa*bb)*((aa*(b?))?),"positive example: [b, bb, aa, aaabb, babbab, abb, aa, aaab]
negative example: [a, ab, baa, abab, aaa, ba, aab]"
(a*ba*b)*a*ba*,((a*|a*ba*(ba*ba*)*a*)|b),"positive example: [b, aa, a, ab, aab, ba, aaba]

negative example: [bb, bba, abb, baa, aaaabbb]"
(a|(b*bb))*,(a|b*b)*,"positive example: [a, ab, abab, abb, babb, bb, bbbbb, aa, baa, bba, abba]
negative example: [b, ba, abc, c, bbab, ac, bac, cb, caa, bbc]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01*0*)|(10*1*))*,"positive example: [0, 110, 101, 010, 0110, 1001]
negative example: [1, 00, 11, 011, 1100, 1011]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+)*|0*(1+0+)*,"positive example: [0, 10, 110101, 001010, 1, 01],  
negative example: [11, 1001, 001, 101, 0110]"
0*10*(10*10*)*,(0*(10*1)*0*10*)*,"positive examples: [11, 101, 1101, 10, 110, 1001, 0, 010, 1010, 1110],  
negative examples: [111, 01, 0101, 001, 100, 111, 0001, 11, 1111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*(01)*0*1*(10)*0*1*)*,"Positive example: [10010010, 010101, 00101001, 1010010, 0010010100]

Negative example: [110010, 001101, 101010, 00101100, 010001010]"
(a|baa)*,"(a*(b*a{2,})*)*","positive example: [baa, a, aaaa, aabaaa, bbaaa, aaabaaa], negative example: [b, ab, ba, aa, aab, bbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*(0|1)+(10)*)*,"positive example: [ , 10, 0110, 010, 1010, 011010, 010110]  
negative example: [ 11, 00, 110, 001, 1001, 1110]"
(ab|ba)*,(ab|aabb|ba)*,"positive example:[, ab, ba, abaabb, ababab, aabbab, abbaabbba, baabab], negative example:[a, abb, b, bab, aabba, bb]"
(ab|ba)*,(aa|ab|bb|ba)*,"positive example:[, aa, ab, bb, ba, aaabbabb, bbaa, abba],
negative example:[a, aaa, abb, baa, b]"
0(0|1)*0,0*|0(1|0)*0|1*|1(1|0)*1?,"positive example: [0, 0100, 110, 100, 0010, 1, 111, 101, 0110, 000]
negative example: [01, 10, 1101, 0011, 010, 1110, 001, 1000, 11110, 0101]"
(a|b)*(bab)(a|b)*,(a|b)*,"positive example:[, a, b, aa, bb, ab, ba, aaa, bab], negative example:[c, ac, bc, abc, bac, cab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*(aa)(a)*,"positive example: [aa, baaa, abaaa, abbbaa, aaaaa],
negative example: [b, aab, bb, abab, abba]"
(a|b)*(bab)(a|b)*,(a|b|bab)*(a|b|bab)*,"positive example: [a, b, bab, aa, ab, ba, bb, baba, babb, babbab, abab, bbab, abb]
negative example: [c, ac, bc, babc, abc, bac, cab, cac, bbc, aac, babbac, babac]"
001|1010|110,0*10*(10)*,"positive example: [10, 010, 0110, 10010, 000110, 1010, 0010, 101010]  
negative example: [00, 110, 111, 1100, 00100, 101, 000, 0101]"
(a|b)*(bab)(a|b)*,(a|b)*(bab)*(a|b)*,"positive example: [bab, ababab, babbab, bbab, abab, bababab]

negative example: [ba, baa, bbb, aabaa, bba, abbaa]"
(a|(b*bb))*,(a*|bb*)*,"positive example:[a, b, aa, bb, ab, baa, bbb],
negative example:[ba, bab, aab, abb, aaab, baab]"
a(a|b)a(a|b)*,ab*|(a(a|b)a(a|b)*),"positive example:[a, ab, abb, aaaa, aba, abaab, aaabab]
negative example:[b, ba, bab, aac, abc, c, bb]"
(ab|ba)*,(ab|ba)*(aa|ab|ba|bb)*|(aabb|bbaa)*|(aa|ab|ba|bb)*,"positive example:[aa, ab, ba, bb, aabb, bbaa, abab, baba, aaaa, abba, baab], negative example:[a, aba, bab, aaa, bbb]"
(a|baa)*,a*(baa*|a*)*,"positive example: [baba, aaa, baa, baabaa, aaabaaa, a, baaabaa]
negative example: [b, bbb, ab, abaa, baab, ba]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*(aaa)a*,"positive example: [ababaaa, baaabaaa, bbaaabaaa, aabbaaaa, baaa]
negative example: [b, bb, aa, ab, abaa]"
(0*10*10*)*|0*,(1|0|1)*,"Positive example: [00, 0, 1, 01, 10, 11, 001, 101, 110, 010, 111]
Negative example: [2, a, 01b, 01.0, 4, !01, 12, 0#, #1]"
(a|b)(a|b)+aaa+,(a*b*)*aaa,"positive example: [aaa, aaaa, baaaa, aaabbbbaaa, abaaa, bbaaa, babaaa]  
negative example: [bba, abaa, abb, baa, aab, bbb, ababab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b((a?)|(bb?)))*|((a|b)a*ba)*,"positive example: [abbbba, aaabbb, baabb, abbbaa, aabbaaab, bbaaabba]
negative example: [b, ba, aaaa, bbbb, ab, aabab]"
0(0|1)*0,(0+(1*0*1*)*0+)*,"positive example: [], negative example: [0, 00, 01, 111]"
(b|(a*aa))*,(b*|ab)*aa(a|b)*|b*,"positive example: [babaaab, """", aa, bb, bbaa, baa, aabaa, babb],  
negative example: [a, abb, aba, aab, baaa, bbab, abaa]"
0(0|1)*0,0+(0*1*0*)*0+|1,"positive example:[0100, 1110, 1001],negative example:[10, 000, 001]"
(0|1)(0|1)*,(1|0)*,"positive example:[00, , 10, 01, 11, 1100, 1001, 111, 1110],negative example:[2, 1012, a, 110b, 01c, 1d0, e, f01]"
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)(a*)ba)*)|((a|b)(a*)b))*,"positive example: [ababb, abbbababba, ab, bab, aba, abab, bbaba]  
negative example: [aa, abb, baaa, abba, aabbb]"
a+b,(a*b)*,"positive example: [ε, a, aa, ab, abb, aabb, b, ba]
negative example: [aba, bba, aaa, bab, bbb, aabaa]"
0*10*(10*10*)*,0*((1)*1)*1(0|1)*,"positive example: [101, 001, 111, 011, 1111]  
negative example: [00, 10, 110, 0, 01]"
(0*10*10*)*|0*,0*(10*1)*0*(10*1*)*,"positive example: [0, 101, 1001, 11011, 0110, 110110, 10011001, 11011110, 010101010]
negative example: [111, 1110, 0011, 1011, 1100, 00110, 10101, 110010, 010111]"
(a|b)(a|b)+aaa+,(a|b)(a|b)+aa+,"positive example: [bbbaa, aabaa, aaaa, aaaabaa, babaaa, bbbbaaa]  
negative example: [aaa, baaa, baa, aba, bba]"
(a|baa)*,(a*|b*aa)*,"positive example: [aa, baa, aaaa, bbaa, abaa, bbaaa]  
negative example: [abab, b, baab, bab, bbba, aaab]"
(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*|(aa)*|(bb)*,"positive example: [aabbaa, ba, ababba, bbb, aaa, abba, babba, ab, baabba]
negative example: [a, b, abbaba, ababaaaa, bbab, aaaaab, bab]"
(a|b)*(bab)(a|b)*,((a|b)*bab(a|b)*)*,"positive example: [bab, baba, abbabba, bbabb, ababbab]
negative example: [a, ab, ba, aa, bbb]"
(a|(b*bb))*,(a*|b+)*,"positive example: ['', 'aaa', 'bbb', 'b', 'abab', 'aabb', 'bbbb', 'ba'],
negative example: ['aab', 'aaba', 'babba', 'abababa']"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*))(b|ba))*,"positive example: [ababb, aba, ababba, ababa, bab, baba]  
negative example: [a, b, ba, ab, abab, aa, abb]"
(a|(b*bb))*,(a|b)*b*(a|b)*,"Positive examples: [b, ab, bab, aab, baab, abb, aaab, abab, bbb]

Negative examples: [a, aa, aaa, aaaa, aba, bba, bbba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*0+)*|(1*0*1+)*,"positive example:[01, 010, 101, 1001, 011, 110, 0111, 1011]  
negative example:[00, 11, 001, 1101, 10101, 0110, 111]"
(a|b)(a|b)+aaa+,"(a|b){1,}aaa","positive example:[abaaa, baaa, aaaaabaaa, abaaaaa, bbaaa],negative example:[aaa, aaab, aaaaa, baa, bbaa]"
/#(/|a|b|##*(a|b))*##*/,(/#(a|b)*#/)*,"positive example: [#a#, #b#, #ab#, #ba#, #abab#, #baba#, #aab#, #bba#, #aa#, #bb#, #abab#ba#]
negative example: [a, b, ab, ba, #, ##, #a#b, #b#a, b#, a#, #ab, #ba]"
(ab|ba)*,((ab)|(ba))*(ab|ba|aa|bb)*,"positive example:[, aaabbabb, ababbaa, baabba, abbaab, abbabab, babaabab],negative example:[a, ababc, bbaa, aab]"
0(0|1)*0,0*(0*1*0*)*0*,"positive example:[0, 101, 1001, 000, 01010, 00100, 010010],
negative example:[111, 1010, 1110, 10101, 10, 1100, 111000]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*[0-1]*,"positive example: [01, 111, 000, 101], negative example: [1, 0002, 02, 2]"
(a*ba*b)*a*ba*,(a|b)*b((a)|(bb))*,"positive example: [bab, abbaa, bba, bbb, ba, babb]  
negative example: [baab, aabb, bbba, aaa, ab, abba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(11*00*)*)|(1*(00*11*)*),"positive example: [0, 00110, 0101, 1, 11100, 10011, 10]

negative example: [011, 10110, 000, 111, 1000, 01, 110]"
(a|baa)*,a*(baa*)*,"positive example:[, baa, baaaa, abaa, aa], negative example:[ba, baaab, aba, b, ab]"
(a|(b*bb))*,(a|ab|ba|bb*)*,"Positive example: [a, ab, ba, bb, aabb, b, abab, bbb, abba, baa]

Negative example: [aaa, bab, aba, aa, bbba, bbaa, abb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1*(0+1+0+)*1*)(0*(1+0+1+)*0*))*|1*|0*,"positive example: [01, 00, 11, 101, 010, 001, 1110, 1100, 1001, 0010]
negative example: [0011, 11101, 11010, 10010, 10101, 01101, 01010, 0001, 01110, 11100]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))*,"positive example: [abb, bbba, abab, aabbba, bbaa]

negative example: [ba, baa, b, aa, bab]"
(a*ba*b)*a*ba*,(a*(ba*b)*ba*)+,"positive example: [aba, aabba, baab, aaababa, bababa]  
negative example: [b, abb, babb, abba, aab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)|(0+(1*0*)*0+))*,"positive example: [1, 0, 11, 101, 110, 1001]  
negative example: [111, 000, 10a, 01b, 12, 21]"
(ab|ba)*,((aa)*|(bb)*)(a|b)*,"positive example: [aaa, bbbb, aba, aaaab, bbabb]
negative example: [aabaa, bbaba, aaaaab, bbbbbbb, aaabab]"
0(0|1)*0,(0(0*1*)*0)*,"positive example: ["""", ""010"", ""0000"", ""0010"", ""0110"", ""0001100""]  
negative example: [""0"", ""1"", ""0100"", ""110"", ""001""]"
(a|b)*baa(a|b)*b,(a*b*)*(baa+|b)+,"positive example: [b, babaa, baa, bb, baab, bab, baaab, bbaa]
negative example: [a, ab, abaa, aabb, aba, baaaba, aab, aa]"
(a|b)(a|b)+aaa+,((a|b)*(a|b))aaa(a)*,"positive example: [aaaa, abbaaa, baa, bbaaa, aba, abaaa, aaaa, bbbaaa, ababaaa, aaaaa]
negative example: [a, aa, aaa, b, ab, ba, aba, bb, abaa, baa]"
(ab|ba)*,(ab|ba)*(aa|bb|ab|ba)*,"positive example:[, aaabbabb, ababba, babbaa, abbab, baaabba, ab, ba, bb, aa]

negative example:[a, abb, baa, aaa, b, bab, aab, bba]"
a+b,(a*b)+,"positive example:[b, ab, aab, aaaab, ababab], negative example:[a, aa, ba, bb, a]"
(0|1)(0|1)*,(0|1)|(0|1)*,"positive example: [0, 1, 00, 11, 101, 010, 001, 110, 100, 011, 111, 000], negative example: [2, 01a, 1#, %00, abc, 123, 10@]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*(a*b*)*,"positive example: [bba, aab, ab, aba, abba, abbab, aaba, aabba]
negative example: [bb, b, aa, a, ba, bab, bbab, abaabab]"
(a|b)*baa(a|b)*b,(a|b)*(baa)(a|b)*,"positive example: [baa, babaa, abbaaab, aaabaa, bbaabaa, abaabab]
negative example: [ab, aab, bbb, abab, bba, aaa]"
b*a*,(a|b*a*)+,"positive example: [a, aa, ba, bba, baa, bab, abaa, aba, bbaa], negative example: [b, bb, c, d, abc, bcb, ac, cab]"
(a|b)(a|b)+aaa+,(a+|b+)*aa(a+),"positive example: [aaaa, baaaaa, aba, abaa]
negative example: [aa, aab, baa, bba]"
(a|(b*bb))*,(a|b)*bb(a|bb)*|a*,"positive example:[, bb, aa, abbbaa, a, abba, aaaa, abb, bbaabb]
negative example:[b, abab, bab, aab, bbb, aabb]"
(a|(b*bb))*,(a*(bb*)*)*,"positive example: ["""", ""a"", ""aa"", ""b"", ""abb"", ""abbb"", ""bb"", ""aabb"", ""aaabb""]
negative example: [""aab"", ""bab"", ""bbbba"", ""abab"", ""bbaa"", ""ab""]"
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)|(((a|b)a*ba)*))*)?,"positive example: [ε, ab, aba, abababbabb, aa, abaa]  
negative example: [babb, bb, aaba, babbabb, bba]"
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)+(a?))*)?,"positive example: [abbb, aba, ab, aaab, baa, abb]
negative example: [aab, bbab, bba, aaa, bbb, bab]"
a+b,a*b{1},"positive example: [ab, abbb, b]  
negative example: [a, bbba, abb]"
(a|(b*bb))*,((a|b)|bb|(a|b))*,"positive example: [bb, a, b, aba, abab, baa]
negative example: [aaa, abbb, babb, c, aabc]"
a+b,(a|b)*(a)*b,"positive example:[aab, ab, b]
negative example:[aa, aba, bab]"
(a*ba*b)*a*ba*,(a*)b+((a*)|(b(a*)b))*,"positive example:[ab, baab, bbaa, abb, aabbaabab, bbabab, aaaabbb],  
negative example:[a, b, aa, bbbba, abba, abababba, aabbb]"
0(0|1)*0,0*|(0|1)*|0*,"Positive examples: [0, 00, 1, 01, 001, 11, 000]

Negative examples: [111, 10, 100, 110, 1110]"
0(0|1)*0,0*|0(1|0)*0?,"positive example:[, 0, 00, 010, 001, 100, 0000, 00100], negative example:[1, 10, 011, 101, 110, 111]"
(a|b)(a|b)+aaa+,(a*b*)*|b+aaa,"positive example:[epsilon, ab, bb, aaa, bbaaa, bbbaaa], negative example:[aab, abab, aba, bbb, aaaa]"
(a|b)(a|b)+aaa+,(a|b)+aaa+,"positive example:[baaaa, abaaaa, baaabaaa],negative example:[aa, bbb, abab]"
(a|b)(a|b)+aaa+,((a|b)*(aaa+)),"positive examples: [baaaa, aaabaaa, abaaaaa]  
negative examples: [aab, bba, abab]"
(a|(b*bb))*,(a|(b+(b)*))*,"positive example: [ba, , ab, bb, a, b, bab, bbab, abab, baa, bbb, abb, babb, bbbab]
negative example: [aa, aab, bba, aabb, bbaa, aba, bbbba, aaaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(11*0*)*|1*(00*1*)*,"positive example: ["""", ""0"", ""00"", ""11"", ""110"", ""111"", ""1100"", ""1110"", ""1"", ""10"", ""100"", ""11000"", ""1112"", ""001"", ""000"", ""11100"", ""0010""],

negative example: [""01"", ""011"", ""0011"", ""010"", ""0110"", ""1111"", ""101"", ""1001"", ""1101"", ""00111""]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1+0*1*)*|(0+1*0*)*,"positive example:[0000, 1111, 1101, 0110, 10]
negative example:[0001, 1110, 1010, 0100, 0111]"
(a|baa)*,a*((b+aa)*a*)*,"positive example:[a, b, ab, baaabaa, aabaaa, aaababaa], negative example:[bb, aba, abb, baab, bba, aaaabb]"
(a|b)(a|b)+aaa+,(a+|b+)+aaa+,"positive example:[aaaa, abaaa, babaaa, aaaaabaa, bbbaaa], negative example:[aaa, bbbba, aaab, abba]"
(ab|ba)*,(ab|ba)*(aa|ab|ba|bb)*,"positive example: [aa, ab, ba, bb, abba, babb, abab, ababab, baab, aaabbabb]  
negative example: [a, b, aaa, bbb, aaaa, bbbb, abababa, bababa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*0*|(1*0*)*1*,"Positive example: ['0', '1', '', '00', '11', '010', '101']
Negative example: ['01', '10', '001', '110', '011', '100']"
a+b,(a)*(b),"positive example:[b, ab, aab, aaab, aaaab], negative example:[a, aa, ba, bb, aabb]"
(a|baa)*,(((b*)(a)(a))*(a*))*,"positive example:[aaa, aa, a, baaa, abaa, baa, abaaaa, aaaa, aba, aabaaa]
negative example:[b, ab, bb, abaaab, bbaa, abb, bbb, abba, aab, bab]"
(a|b)(a|b)+aaa+,(aa*|ab*|ba*|bb*)*aaaa*,"Positive example: [aaa, aabaaa, aaaaa, baaabaaaa, aaaaaa]
Negative example: [aabab, baa, bbaa, ababab, bbba]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1+0+)*|1+(0+1+)*,"positive example:[0, 1, 11, 00, 010101, 101010, 000111000, 111000111, 0110, 1001]  
negative example:[01, 10, 0011, 1100, 0101, 1010, 011, 100, 01, 10]"
a+b,((a*)b)*,"positive example:[, bb, ab, aba, bab, aab, abb], negative example:[a, b, aa, ba, aaa, yab, bax]"
(ab|ba)*,(ab|ba)*(a|b)*,"positive example:[, bb, aab, ab, ba, abba, aba, bab], negative example:[aaa, b, ababab, aa]"
(ab|ba)*,(a(a|b)|b(a|b))*,"positive example:[, baaa, aaabbabb, bab, abab, aab, bbab, bbaa], negative example:[a, baa, ab, bbaaab, abba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][01]*[10]*,"positive example: [00, 01, 10, 11, 010, 101, 110, 0011]  
negative example: [0, 1, 11, 111, 100, 000]"
001|1010|110,0*1*0*1*0*,"positive example: [0, 1, 00, 11, 001, 110, 00011, 111000, 01010, 0011001100]  
negative example: [10, 101, 0101, 1101, 101010, 1111, 00111, 100011, 101001]"
0*10*(10*10*)*,[0-1][0-1]*,"positive example: [0, 1, 00, 01, 10, 11, 001, 101]  
negative example: [2, 12, 1102, 022, 1112, 210]"
(0(0*|1+0)*)|(1(1*|0+1)*),((0+1*)*0+)*|((1+0*)*1+)*,"positive example: [0, 1, 01, 10, 001, 1100, 011, 100, 00011, 11100]

negative example: [00, 111, 101, 0101, 1010, 1111, 0000, 11, 01001, 10010]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*|aaa*,"positive example:[a, b, aa, ab, bb, abb, aaa, aaaa]  
negative example:[c, 1, abc, aac, aaaaac, bax]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))*|((a|b)a*ba)*,"positive example:[abaa, abbb, bab, baba, aaab, aabbaa], negative example:[a, ba, b, aa, bb, aaa]"
0*10*(10*10*)*,(0|1(11)*)+,"Positive example: [01, 1, 0, 111, 11111, 0111, 1110111]
Negative example: [10, 11, 110, 101, 000, 1110, 100]"
(a|b)*baa(a|b)*b,[ab]*(baa)+[ab]*b[ab]*,"positive example:[baab, abbaaaabaa, ababbaab, aabaabbaab, baabaaabaa]
negative example:[baa, baaab, aabbb, bbaaab, aabbaa]"
(a|baa)*,(((b)*(a)(a))*(a*))*,"positive example:[abaa, a, aa, abbaaa, baaa, abaa, aaaa],negative example:[b, ab, abbb, babb, bb]"
1?(01)*0?,((0|1)|(1|0))*,"positive example:[00, 10, 01, 1010, 0101, 1001, 0010, 1100, 0110], negative example:[0, 1, 111, 101, 010, 100, 001, 000, 1111]"
(a*ba*b)*a*ba*,a*(ba*(bb)*)(ba*(bb)*)*a*,"positive example: [b, baabab, aabb, bab, baa, bb, baabb, babb], negative example: [ab, abab, bbb, aaab, abb]"
0*10*(10*10*)*,(0*(10*1)*0*10*)*|(0*10*10*),"positive example:[, 110111, 1, 101, 1010, 1101, 111, 10, 100, 1100, 1001, 10101],  
negative example:[0, 11, 1110, 110, 1100, 1011, 1111, 010, 011]"
(0*10*10*)*|0*,0*(1+0*1+0*)*,"positive example: [1, 0110, 000101000, 10101, 111, 1001, 001110], negative example: [11001, 0102, 000111002, 111101, 0201, 110, 001200]"
(a*ba*b)*a*ba*,(b|a+|a*ba*(ba*ba*)*a*),"positive example: [b, a, aa, ab, baabb, aabbbbb, ba, aba, bba, aaaaa, aabaa]

negative example: [bb, baaaaab, abb, bababab, abbba, bbaaa]"
(a|b)*baa(a|b)*b,(b*a*)*|baa|(b*a*)*|b|b*,"Positive examples: [ba, baa, b, bbaa, bb, a, aa, bba, bbba, bbaaa]

Negative examples: [ab, aab, abab, abba, abb]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*((a|b)a*b)?,"positive example:[, ababba, abbbababba, aa, b, aba, aab, bab, ababaa]
negative example:[ba, aaabba, bba, ababa, abb]"
a+b,(a|a*b),"positive example: [b, a, aab, ab, aaab]  
negative example: [aa, aba, baa, bb, aabb]"
(a|(b*bb))*,(a|b+)*,"positive example: [ab, a, b, abb, aa, bb, bab, aab, bbb, aba, ba]
negative example: [c, ac, bc, abc, cab, aabc, abbc, bacb]"
(a*ba*b)*a*ba*,(a)*b(a|(ba)*b)*,"positive example:[b, ab, aabab, ba, aba, baba, bba, aab, bbaba], negative example:[a, aa, baa, baab, aaab, bab, babab, abba, aaba]"
a+b,(a|b)a*b,"positive example:[ab, ba, aaab, bb, bbaab], negative example:[aaa, bbb, aab, bab, a]"
(b|(a*aa))*,(b*a*(aa)*b*)*,"positive example: [aa, baa, aba, aaaa, bbaa, abba, babaa]  
negative example: [ab, aab, bbab, baabaa, abab, ba, bbb]"
a+b,aa*b+,"positive example: [aab, aaab, abbb, aaabb, aaabbb], negative example: [aaa, bb, a, b, baa]"
(a*ba*b)*a*ba*,(a|ba*)*ba*,"positive example: [baa, bbb, abb, a, ba, b, aba, baba, aa, abba, abbaaa], negative example: [aaa, bb, ab, baaabb, ababab, abab, bbba, babba, aaaa, bbaa]"
a+b,(a*)(b),"positive example:[b, ab, aab, aaab, aaaaab], negative example:[a, aa, baab, aba, bb]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a)*((a|b)a*b+)?,"positive examples: [aababb, ababbaab, aba, aabaab, baaabba, ababbaa]
negative examples: [abababab, bb, ba, abba, aaabb, abbaabab]"
((a|b)a*ba)*(((a|b)a*b)?),((aa*ba?)|(ba*ba?))*,"positive example:[, aaab, bbb, baa, bbaba]
negative example:[aabbbb, ab, bba, aaaab, abba]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b)?)*,"positive example:[ababa, babba, ababab, baabab, abbabba], negative example:[bb, baaa, bbb, abaabb, aabbaa]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b(a?))?)*,"positive examples: [a, b, ab, aa, aba, abb, bab, ababa, abab, abbb]  
negative examples: [ba, aab, bbba, aaba, baaa, abaa, bbaa, baa, aaa]"
(a*ba*b)*a*ba*,a*b((ba*|a)*)a*,"positive example: [aabab, b, abba, abbaa, baa, aabba, baabaa]
negative example: [baaab, bb, a, bababa, ba, ab, abab, aaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*0|1*(10)*1)*,"positive example: [, 01, 0010, 10, 1101, 010, 101, 11010, 1010],  
negative example: [0, 1, 011, 00, 111, 1011, 0101, 100, 11]"
0(0|1)*0,((1*|0*)(0*1*)*(0*|1*))*,"Positive example: ["""" (empty string), ""0"", ""1"", ""01"", ""10"", ""0011"", ""1100"", ""010101"", ""00110011""]
Negative example: [""2"", ""abc"", ""1110"", ""0001"", ""1010"", ""1001"", ""00a11"", ""01#10""]"
a+b,a*(b),"Positive example: [b, ab, aab, aaab, aaaab, aaaaab]  
Negative example: [a, aa, aaaa, aaba, aba, bb, c]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*,"positive example: [01, 111, 0010], negative example: [02, 1112, 201]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(((01)(0|1)*(10))|((10)(0|1)*(01))|(010)*|(101)*)(0|1)*)|0*|1*,"positive example: [10, 01, 101, 0101, 010101, 101101, 0010, 1001, 0, 1],
negative example: [11, 110, 0011, 1110, 1010, 0100, 0001, 1010, 0101]"
(a|baa)*,(a|b)*((b)*(aa))*,"positive example: [ba, ab, baa, aaa, bbaa, ababaa]  
negative example: [bb, abbb, bbabaa, aab, aabb]"
(a|b)*baa(a|b)*b,(a*b*(baa+)*a*b*)*b+,"positive example: [b, abb, abaabb, abaabaabb, baaabb, baaabbb]
negative example: [a, ba, bab, aab, baa, ababab]"
(a|b)(a|b)+aaa+,(b*a*)*a*a*a,"positive example:[a, aa, ba, aba, baa, aaa, bbaa]
negative example:[b, bb, ab, bab, bbb, abab, baba]"
(a|(b*bb))*,(a|b|ba|ab|aba)*,"positive example:[, aabb, a, b, ba, ab, aba, aa, bb, abab, baba], negative example:[c, abc, baab, bac, ac, bc, abcba]"
(a|b)*(bab)(a|b)*,(a|b|bab)*,"positive example: [a, b, bab, aba, abb, baba, abab, ababab, babab, babbab, ba, bb]
negative example: [c, ac, bc, abc, bac, cab, bbc, aac, babc, ca]"
(a|b)*(bab)(a|b)*,(a|b|bab)+,"positive example:[a, b, bab, ab, baba], negative example:[ba, bb, aa, abc]"
(ab|ba)*,(ab|ba)*(aa+bb+ab+ba)*,"positive example: [ab, ba, abba, baab, aabb, bbaa, abbaaa, aabbaabb, abab, baba]  
negative example: [aaa, bbb, aaba, babb, aabbbaa, baabaab, ababa, bbba]"
a+b,(a|b)*(a)b,"positive example: [abab, ab, aaab, bab, aabab, bbab]  
negative example: [ba, a, b, babb, bb, aa, abaa]"
(b|(a*aa))*,b*|(a|b)*aa(a|b)*,"positive example:[, aa, bb, abaaba, aaa, baa, aabaa, bbaa], negative example:[a, ab, ba, abba, bbb, abab]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb|b)*(aaa)a*,"positive example: [aaa, aaabbaaa, baaabaa, bbbaa, aaaaa, aabaa], negative example: [a, ab, bbb, ababab, aaab, baaaa]"
a+b,a[ab]*b,"positive example:[ab, aabb, abb, aab, aaab, aaabb], negative example:[a, b, aa, bb, aba, bab]"
0*10*(10*10*)*,(0*10*1*0*)*,"positive example: [ε, 1101, 01, 101, 0101, 1010, 10101, 01010]

negative example: [0, 11, 00, 111, 110, 1011, 1001, 0110]"
