Attempt Regex,DeepSeek Output
((a)+|b+a*)*,"positive example: [, a, aa, b, ba, baa, bba], negative example: [ab, aba, abb, aab, baba, abba]"
(a|b|bab)*(bab)*,"positive example: [, a, aabab, abab, ababbab, bab, babbab, bbab], negative example: [ba, bba, abba, baba, aaab, bbb, abababab]"
(a*)(b{1}),"positive example:[aab, ab, b],negative example:[a,abb]"
(aa|ab|ba|bb)*(a|b)*(aaa),"positive example:[aaa, aaaa, aaaaa, aaaaaa, aaaaaaa, aaaaaaaa, aabaaa, abaaaa, baaaaa, bbaaaa],negative example:[a, b, aa, ab, ba, bb, aab, aba, abb, baa, bab, bba, bbb]"
(0|1)*,"positive example:[, 0, 00, 1], negative example:[2, 01a, a, 10b]"
((a|b)|(b|a))(a|b)*(a)(a)(a)(a*),"positive example: [aaaa, aaaaa, aaaaaa, aaaaaaa, abaaaa, baaa, baaaaa], negative example: [a, b, aa, ab, ba, bb, aaa, aba, abb, baa, bab, bba, bbb]"
aa*|(a?|b)*(a|b?)*,"positive example:[, a, aa, aaa, ab, abb, ba], negative example:[b, bb, bbb, aba, bab]"
a(a|b)*b,"positive example:[aaab, aab, ab, abb],negative example:[a, b, aa, bb]"
(1|0|(1+(0*1*)*1+)*|(0+(1*0*)*0+)*)*,"positive example:["""", ""0"", ""00"", ""000"", ""00100"", ""010"", ""0100"", ""01000"", ""01000100"", ""010100"", ""011"", ""01100"", ""1"", ""100"", ""10011"", ""101"", ""101011"", ""1011"", ""10111"", ""10111011"", ""11"", ""11011"", ""111""],  
negative example:[""2"", ""01a"", ""1010b"", ""1102"", ""a1"", ""b0"", ""abc"", ""1.0"", ""0-1""]"
(a|b)(a|b)*(aaa)(a)*,"positive example:[aaaa, aaaaa, aaaaaa, aaaaaaa, abaaaa, baaa, baaaaa], negative example:[aa, aaa, aba, baa, abab, baba, bb]"
(ab|ba)*|(aa|bb)*,"positive example:[, aa, aaaa, ab, abab, ba, bb], negative example:[a, b, aba, abb, baa, bbb, aab]"
a*b+(a*|(b(a*)b))+a*,"positive example:[aabaa, aba, abaa, abaaa, abbaa, abbaaba, abbaba, abbba, b, baa, bbb],negative example:[aaa]"
(aa|bb)|(ab|ba)*,"positive example:["""", ""aa"", ""ab"", ""abab"", ""ba"", ""bb""], negative example:[""a"", ""b"", ""aaa"", ""aba"", ""abb"", ""baa"", ""bab"", ""bba"", ""bbb""]"
(((0+1*)*0+)*|((1+0*)*1+)*)*,"positive example: [, 0, 00, 0010, 01, 010, 0100, 010010, 01010, 0110, 1, 10, 1001, 101, 10101, 1011, 101101, 11, 1101], negative example: [001, 011, 100, 110, 111, 0001, 0111, 1000, 1100, 1111]"
((a+)|a*b+a*)*,"positive example:[, a, aa, aaba, ab, aba, abaa, abba, ba],negative example:[b, bb, aab, baa, bab, abab, baba]"
0*(11)*1(0|1)*,"positive example:[001110, 010, 0111, 01110, 011100, 01111, 0111110, 1, 1110], negative example:[00, 000, 0110, 111, 1010, 1100, 1001, 0001]"
"(a|b)*a{3,}","positive example:[aaa, aaaa, aaaaa, baaa],negative example:[aa, ab, ba, bb]"
(ab)*(aa|ab|ba|bb)*,"positive example: [, aa, ab, abaa, abaaaa, abab, ababaa, abba, abbb], negative example: [a, b, aba, abb, baa, bab, bba, bbb, abaaaab]"
[ba]*aaa,"positive example:[aaa, aaaa, aaaaa, baaa],negative example:[aa, aab, baa, abaa]"
(a|b)*bb(a|b?)*|a*,"positive example: [, a, aa, aabba, abb, abba, abbaa, abbb, abbbb, bb, bba, bbba], negative example: [abab, baba, baa, b, ba, baaab, aaba, aabab, bab, babb]"
(a*)(b*)(a*),"positive example: [, aa, aaba, ab, aba, abaa, abba, ba], negative example: [baba, aabab, baaab, abab, bab, aab, bbaa]"
(0*10*10*)*|0*,"positive example:["""", ""0"", ""00"", ""001010"", ""010010"", ""0101"", ""01010"", ""010100"", ""0101001010"", ""0110"", ""1010""], negative example:[""1"", ""01"", ""001"", ""0001"", ""010"", ""100"", ""110"", ""101"", ""0100"", ""1001""]"
(0|1)*,"positive example:[, 0, 00, 1], negative example:[2, 01a, a, 10b]"
(a|(ab)*b)*(ba)*,"positive example: [, a, aaba, aba, ababa, ababbba, abbba, ba, bba], negative example: [aa, ab, abb, abaa, abab, abba, b, baa, bab]"
(b|aa*bb)*((aa*(b?))?),"positive example:[, aaabbaab, aab, aabbaab, abbaab, b, baa, baaab, baab, baabb, bab, bbaab],negative example:[baabaab]"
((a*|a*ba*(ba*ba*)*a*)|b),"positive example:[, a, aa, aabababaa, abaa, abaababaa, ababaabaa, ababa, ababaa, ababaaa, ababababaa, ababbaa, abbabaa, b, bababaa],negative example:[ab, ba, aaba, abab, baba, aaab, bba, abba, aabb, bababa]"
(a|b*b)*,"positive example:[, a, aa, b, bb, bbb], negative example:[ab, ba, aba, bab]"
((01*0*)|(10*1*))*,"positive example: [, 00, 01, 010, 0100, 010010, 0110, 10, 1001, 101, 1011, 11], negative example: [0, 1, 001, 011, 100, 110, 111, 0001, 0111, 1000, 1100, 1111]"
1*(0+1+)*|0*(1+0+)*,"positive example: [, 0, 00, 0010, 01, 010, 0100, 01010, 0110, 1, 10, 1001, 101, 10101, 1011, 11, 1101], negative example: [001, 011, 100, 110, 0001, 0111, 1000, 1100]"
(0*(10*1)*0*10*)*,"positive example: [, 0010, 00101010, 01001010, 01010010, 010101, 0101010, 01010100, 01010100101010, 010110, 0101101010, 011010, 101010],  
negative example: [0, 1, 00, 11, 000, 010, 011, 100, 101, 110, 111, 0000, 0011, 0100, 0111, 1000, 1011, 1100, 1101, 1110, 1111]"
(0*1*(01)*0*1*(10)*0*1*)*,"positive example: [, 00101011001, 001011001, 01010011001, 010101001, 01010101, 010101011001, 010101100, 01010110001, 0101011001, 01010110010101011001, 01010110011, 010101101, 010101101001, 01010111001, 01011001, 010111001, 01101011001, 101011001], negative example: [0, 1, 00, 11, 010, 101, 0001, 0110, 1001, 1100, 001100, 010010, 101101, 110011, 00001111, 0101010, 1010101, 00110011, 010101010]"
"(a*(b*a{2,})*)*","positive example:[, a, aaa, aabaa, abaa, abaaabaa, abaabaa, abbaa, baa],negative example:[aba]"
((01)*(0|1)+(10)*)*,"positive example:[, 010, 010010, 01010, 0101001010, 0101010, 0110, 01110], negative example:[0, 1, 00, 11, 001, 110, 0100, 1010]"
(ab|aabb|ba)*,"positive example:[, aabb, ab, abab, ba], negative example:[a, b, aa, bb, aba]"
(aa|ab|bb|ba)*,"positive example: [, aa, aaaa, ab, ba, bb], negative example: [a, b, aab, aba, baa, bab, bba, bbb]"
0*|0(1|0)*0|1*|1(1|0)*1?,"positive example: [, 0, 00, 000, 010, 0110, 1, 101, 11, 111, 1111], negative example: [01, 001, 10, 110, 1001, 011, 1010]"
(a|b)*,"positive example:[, a, aa, b, ab, ba, aab, bba, aba, bbb], negative example:[c, ac, bc, abc, a1, b2, 1a, 2b, @, #]"
(a|b)(a|b)*(aa)(a)*,"positive example:[aaa, aaaa, aaaaa, aaaaaa, abaaa, baa, baaaa],negative example:[a, b, aa, ab, ba, bb, aba, abb, bba, bbb]"
(a|b|bab)*(a|b|bab)*,"positive example:[, a, aa, aaa, ab, abab, ba, baba], negative example:[abba, baaab, bbabb, aabba, babba]"
0*10*(10)*,"positive example:[001010, 010, 010010, 01010, 0101010, 0110, 1, 1010],negative example:[000, 00100, 011, 1001, 101, 110, 1110]"
(a|b)*(bab)*(a|b)*,"positive example: [, aa, aababa, abab, ababa, ababaa, ababb, ababbaba, baba, bbaba], negative example: [abaab, abababab, abba, abbab, b, baab, bba, bbab]"
(a*|bb*)*,"positive example: [, a, aa, b, bb, bbb], negative example: [ab, ba, aab, aba, baa]"
ab*|(a(a|b)a(a|b)*),"positive example:[a, aaa, aaaa, aaaaa, aaab, ab, aba, abaa, abb], negative example:[b, ba, bb, aab, baa, bab, bba, bbb]"
(ab|ba)*(aa|ab|ba|bb)*|(aabb|bbaa)*|(aa|ab|ba|bb)*,"positive example: [, aa, aaaa, aabb, aabbaabb, ab, abaa, abaaaa, abab, ababaa, abba, abbb, ba, baaa, bb, bbaa], negative example: [a, b, aba, abb, bab, bba, bbb, aab, baba, ababa, bbbaa, aabab]"
a*(baa*|a*)*,"positive example:[, a, aa, aaa, aabaa, aba, abaa, abaaa, abaabaa, baa],negative example:[b, ab, aab, ba, bab, abab, aaba, baaaab, aaab, baab]"
(a|b)(a|b)*(aaa)a*,"positive example: [aaaa, aaaaa, aaaaaa, aaaaaaa, abaaaa, baaa, baaaaa], negative example: [a, b, aa, ab, ba, bb, aaa, aba, abb, baa, bab, bba, bbb]"
(1|0|1)*,"positive example:[, 0, 1, 11],negative example:[00, 01, 10, 000]"
(a*b*)*aaa,"positive example: [aaa, aaaa, aabaaa, abaaa, ababaaa, abbaaa, baaa], negative example: [aa, aab, ab, aba, abb, ba, bb]"
((a|b)a*b((a?)|(bb?)))*|((a|b)a*ba)*,"positive example:[, aaaba, aab, aaba, aabaaaba, aabb, aabbb, aabbbb, aba, baba],negative example:[aabaa]"
(0+(1*0*1*)*0+)*,"positive example: [, 00, 0010, 001010, 0100, 010010, 01010, 010100, 0101001010, 010110, 01011010, 0110, 011010], negative example: [0101, 1010]"
(b*|ab)*aa(a|b)*|b*,"positive example: [, aa, aaa, abaaa, b, baa, baaa, baaaa, baab, bb, bbaaa], negative example: [a, ab, aba, abb, baba, babb, bba, bbba]"
0+(0*1*0*)*0+|1,"positive example: [00, 0000, 000100, 0010, 00100, 001000, 00100100, 001100, 0100, 1], negative example: [01, 10, 011, 101, 010, 0001, 1000, 110, 0110, 111]"
(1|0)*,"positive example:[, 0, 1, 11], negative example:[2, 01a, a, 10b]"
((((a|b)(a*)ba)*)|((a|b)(a*)b))*,"positive example:["""", ""aaab"", ""aaaba"", ""aab"", ""aaba"", ""aabaaaba"", ""ab"", ""aba"", ""bab"", ""baba""], negative example:[""a"", ""b"", ""aa"", ""ba"", ""bb"", ""aaa"", ""aabaa"", ""abab"", ""babb"", ""baaa""]"
(a*b)*,"positive example:[, aab, ab, abab, b], negative example:[aa, ba, aba, aaba, bb]"
0*((1)*1)*1(0|1)*,"positive example:[001110, 010, 0110, 0111, 01110, 011100, 01111, 011110, 0111110, 1, 1110],negative example:[000, 00100, 0100, 01100, 0111000, 01111000, 1000, 11000, 111000]"
0*(10*1)*0*(10*1*)*,"positive example:[, 00101, 001010101, 010010101, 01010, 010100101, 0101010, 010101001, 01010101, 010101011, 01010101101, 0101011, 0101101, 01011010101, 0110101, 1010101],negative example:[0, 1, 00, 11, 010, 101, 0000, 1111, 0100, 1010, 0011, 1100, 010101010, 10101010]"
(a|b)(a|b)+aa+,"positive example:[aaaa, aaaaa, abaa, baaa],negative example:[aaa]"
(a*|b*aa)*,"positive example:[, a, aa, baa, bbaa], negative example:[ab, ba, aba, baba, aab]"
((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*|(aa)*|(bb)*,"positive example: [, aa, aaaa, aaaaaa, aabb, aabbbb, ab, abab, ba, baab, baabab, baba, bb, bbaa, bbbb, bbbbaa], negative example: [a, b, aab, aba, abb, baa, bab, bba, aaab, aaba, abaa, abbb, baaa, babb, bbba, bbbbaba]"
((a|b)*bab(a|b)*)*,"positive example:[, aababa, abab, ababa, ababaa, ababaababa, ababb, baba, bbaba], negative example:[a, b, aa, bb, aaa, bbb, ab, ba, aabb, bbaa]"
(a*|b+)*,"positive example:["""", ""a"", ""aa"", ""b"", ""bb"", ""ab"", ""aab"", ""abb"", ""aabb"", ""ba"", ""bba"", ""bab"", ""bbaa""], negative example:[""c"", ""ac"", ""ca"", ""abc"", ""bac"", ""aac"", ""bbcb""]"
(((a|b)(a*))(b|ba))*,"positive example:[, aaab, aab, aaba, aabaab, ab, bab], negative example:[baa, baaa, bba, bbb, aaa, b]"
(a|b)*b*(a|b)*,"positive example: [, aa, aaba, ab, aba, abaa, abb, abba, ba, bba], negative example: []"
(0*1*0+)*|(1*0*1+)*,"positive example: [, 00, 0010, 01, 010, 0100, 010010, 0110, 10, 1001, 101, 1011, 101101, 11, 1101], negative example: [0, 1, 001, 011, 100, 110, 0101, 1010, 1100, 0011]"
"(a|b){1,}aaa","positive example:[aaaa, aaaaa, baaa],negative example:[aaa]"
(/#(a|b)*#/)*,"positive example: [, /##/, /#a#/, /#a#//#a#/, /#aa#/, /#b#/], negative example: [/a/, /#/, /#ab/, /#a#b#/, /#c#/, /#a#b/]"
((ab)|(ba))*(ab|ba|aa|bb)*,"positive example: [, ab, abaa, abab, ababab, abba, abbb, baab], negative example: [a, b, aba, abb, baa, bab, bba, bbb]"
0*(0*1*0*)*0*,"positive example: [, 00, 0000, 000100, 0010, 00100, 001000, 00100100, 001100, 0100],  
negative example: [1, 01, 011, 0101, 0011, 00011, 010, 0110, 100, 101]"
[0-1][0-1][0-1]*[0-1]*,"positive example:[00, 000, 0000, 00000], negative example:[0, 1, 01, 10, 11]"
(a|b)*b((a)|(bb))*,"positive example:[aaba, ab, aba, abaa, abbb, b, ba, bba], negative example:[aa, aab, aabaa, baaa, bbaba]"
(0*(11*00*)*)|(1*(00*11*)*),"positive example: [, 0, 0011, 001100, 0100, 0110, 01100, 011000, 011001100, 011100, 1, 100011, 1001, 10011, 100110011, 100111, 1011, 1100, 110011], negative example: [01, 10, 001, 110, 0001, 1110, 0101, 1010, 0111, 1000]"
a*(baa*)*,"positive example: [, a, aabaa, aba, abaa, abaaa, abaabaa, baa], negative example: [b, ab, aab, ba, aaba, aaab, bab, abab]"
(a|ab|ba|bb*)*,"positive example:[, a, aa, ab, b, ba, bb, bbb], negative example:[aba, abb, baa, bba, aab, aaaab]"
((1*(0+1+0+)*1*)(0*(1+0+1+)*0*))*|1*|0*,"positive example:["""", ""0"", ""00"", ""010101010"", ""1"", ""100101010"", ""10010101010"", ""101001010"", ""10100101010"", ""1010010101010"", ""1010100"", ""101010010"", ""10101001010"", ""101010100"", ""10101010010"", ""101010101"", ""1010101010"", ""10101010100"", ""10101010101010101010"", ""10101010110"", ""1010101011010"", ""101010110"", ""10101011010"", ""101011010"", ""10101101010"", ""101101010"", ""10110101010"", ""11"", ""1101010"", ""110101010"", ""11010101010""], negative example:[""2"", ""01a"", ""10101b"", ""000111222"", ""abc"", ""101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101"
((a|b)a*b(a?))*,"positive example:[, aaaba, aab, aaba, aabaaaba, aba, baba],negative example:[aabaa]"
(a*(ba*b)*ba*)+,"positive example: [aababba, aba, abaabba, ababb, ababba, ababbaa, ababbaababba, ababbabba, abbba, b, babba], negative example: [aa, aab, aaba, ab, abaa, abab, ababa, abba, abbab, ba, baa]"
(1|0|(1+(0*1*)*1+)|(0+(1*0*)*0+))*,"positive example: [, 0, 00, 000, 00100, 010, 0100, 01000, 010100, 011, 01100, 1, 100, 10011, 101, 101011, 1011, 10111, 11, 11011, 111], negative example: [001, 0101, 0110, 1000, 1010, 1100, 1101, 1110]"
((aa)*|(bb)*)(a|b)*,"positive example: [, a, aa, aaa, aaaa, aaaaa, aab, bba, bbbba], negative example: [ab, ba, aba, bab, baba, abab, aaba, bbaba]"
(0(0*1*)*0)*,"positive example:["""", ""00"", ""000"", ""00010"", ""0010"", ""00100010"", ""001010"", ""00110"", ""010""],  
negative example:[""1"", ""01"", ""011"", ""0110"", ""0101"", ""0011"", ""00011"", ""00101"", ""0100""]"
(a*b*)*(baa+|b)+,"positive example:[aabbaa, ab, abaa, ababbaa, abb, abbaa, abbaaa, abbaabaa, abbbaa, b, baa, bbaa],negative example:[abba]"
((a|b)*(a|b))aaa(a)*,"positive example:[aaaa, aaaaa, aaaaaa, aaaaaaa, abaaaa, baaa, baaaaa],negative example:[aa, aaa, aba, baa, abab, baba, bb]"
(ab|ba)*(aa|bb|ab|ba)*,"positive example: [, aa, ab, abaa, abaaaa, abab, ababaa, abba, abbb, baaa], negative example: [a, b, aba, abb, baa, bab, bba, bbb, aab, bbaa]"
(a*b)+,"positive example:[aab, ab, abab, b], negative example:[aa, a, aba, bb]"
(0|1)|(0|1)*,"positive example:[, 0, 1, 00, 01, 10, 11], negative example:[]"
a*ba*(ba*b)*(a*b*)*,"positive example: [aabababab, abaab, abaababab, ababaabab, ababab, abababa, abababaab, abababab, ababababab, ababababb, abababb, abababbabab, ababbab, abbabab, b, bababab], negative example: [aa, aaaa, aabbaa, abba, bbb, baabba, bbaa, bbbaa]"
(a|b)*(baa)(a|b)*,"positive example:[aabaaa, abaa, abaaa, abaaaa, abaab, baa, baaa, bbaaa],negative example:[a, b, ab, aba, aaba, baba, bbba, aabba]"
(a|b*a*)+,"positive example:["""", ""a"", ""aa"", ""b"", ""ba"", ""baa"", ""bba""], negative example:[""c"", ""abab"", ""bbab"", ""aabbb"", ""abc""]"
(a+|b+)*aa(a+),"positive example: [aaa, aaaa, aaaaa, baaa, bbaaa], negative example: [a, b, ab, ba, bb]"
(a|b)*bb(a|bb)*|a*,"positive example: [, a, aa, aabba, abb, abba, abbaa, abbbb, bb, bba, bbba], negative example: [ab, b, baa, bab, baba, babb, bbb, bbbba]"
(a*(bb*)*)*,"positive example:[, a, aabb, ab, abb, abbabb, abbb, abbbb, bb], negative example:[b, ba, baa, aba, aab, baba, aaab, bbaa]"
((((a|b)a*b)|(((a|b)a*ba)*))*)?,"positive example:[, aaab, aaaba, aab, aaba, aabaaaba, aabaab, ab, aba, bab, baba], negative example:[baa, baaa, bba, bbb, aaaab, abab, abba, babb, aaabaa, baaab]"
((((a|b)a*b)+(a?))*)?,"positive example:[, aaaba, aab, aaba, aabaaaba, aabaaba, aba, baba],negative example:[a, aabaa]"
a*b{1},"positive example:[aab, ab, b],negative example:[a,abb]"
((a|b)|bb|(a|b))*,"positive example:[, a, aa, b, bb], negative example:[ab, ba, aab, bba]"
(a|b)*(a)*b,"positive example: [aaab, aab, ab, b, bab], negative example: [aaa, aa, aba, ba, bba]"
(a*)b+((a*)|(b(a*)b))*,"positive example:[aaba, ab, aba, abaa, abba, abbaab, abbab, abbb, b, ba], negative example:[aa]"
0*|(0|1)*|0*,"positive example:[, 0, 00, 1, 000, 01, 10, 11], negative example:[2, 01a, a, 0110, 1010]"
0*|0(1|0)*0?,"positive example:[, 0, 00, 000, 01, 010, 0100, 0110], negative example:[1, 10, 100, 101, 011, 0011]"
(a*b*)*|b+aaa,"positive example:[, a, aaa, aab, ab, abab, abb, b, baaa, bbaaa],negative example:[ba, baa, bba, abba, aaba, aaab, bbbaa, abaaa]"
(a|b)+aaa+,"positive example:[aaaa, aaaaa, baaa], negative example:[aaa]"
((a|b)*(aaa+)),"positive example:[aaa, aaaa, aaaaa, baaa], negative example:[aa, ab, ba, bb]"
(a|(b+(b)*))*,"positive example: [, a, aa, b, bb, bbb], negative example: [ab, ba, aba, bab, bba, abb]"
0*(11*0*)*|1*(00*1*)*,"positive example: [, 0, 001, 00110, 010, 011, 0110, 01100, 0110110, 01110, 1, 100, 10001, 1001, 1001001, 10011, 101, 110, 11001], negative example: [01, 10, 0101, 1010, 011010, 100101, 0011, 1100, 000111, 111000]"
0*|1*|(1+0*1*)*|(0+1*0*)*,"positive example: [, 0, 00, 0010, 01, 010, 0100, 010010, 0110, 1, 10, 1001, 101, 1011, 101101, 11, 1101], negative example: [001, 011, 100, 110, 0101, 0111, 1010, 1100]"
a*((b+aa)*a*)*,"positive example: [, a, aa, aaaa, aabaaa, abaa, abaaa, abaaaa, abaaabaaa, abaabaaa, abbaaa, baaa], negative example: [b, bb, aab, aaba, abab, abba, baba, babb, bbaa, bbba]"
(a+|b+)+aaa+,"positive example:[aaaa, aaaaa, baaa, bbaaa], negative example:[aaa]"
(ab|ba)*(aa|ab|ba|bb)*,"positive example: [, aa, ab, abaa, abaaaa, abab, ababaa, abba, abbb, baaa], negative example: [a, b, aba, abb, baa, bab, bba, bbb, aab, baba]"
(0*1*)*0*|(1*0*)*1*,"positive example:[, 0, 00, 0010, 01, 010, 0100, 01010, 0110, 1, 10, 1001, 101, 10101, 1011, 11, 1101], negative example:[001, 011, 100, 110, 0001, 0111, 1000, 1100]"
(a)*(b),"positive example:[aab, ab, b], negative example:[aa, a, ba]"
(((b*)(a)(a))*(a*))*,"positive example:[, a, aaa, baa, baaa, baaaa, baaabaaa, baabaaa, bbaaa],negative example:[b, bb, ab, baba, aab, bbaaab, bbaabaa, ababaa]"
