Regex,Attempt Regex,ChatGPT Output
(a|(b*bb))*,(a*|b+)*,"positive example: [a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb], negative example: [c, ac, bc, abc, aac, bbc, ca, cb, cba, cbb, aabc, abbc, bacc, abcd]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*))(b|ba))*,"positive example: ["""", ""ababb""], negative example: [""a"", ""ba"", ""aba"", ""abab""]"
(a|(b*bb))*,(a|b)*b*(a|b)*,"positive example:[""a"", ""b"", ""ab"", ""ba"", ""aab"", ""bba"", ""abab"", ""baba"", ""aa"", ""bb"", ""aaa"", ""bbb"", ""aabb"", ""bbaa"", ""abba"", ""baab""], negative example:[""c"", ""ac"", ""bc"", ""abc"", ""bca"", ""cab"", ""cba"", ""aac"", ""bbc"", ""cc"", ""aacc"", ""bbcc"", ""abcc"", ""bacc""]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*0+)*|(1*0*1+)*,"positive example:[0101, 1010, 01], negative example:[0110, 1001, 0011]"
(a|b)(a|b)+aaa+,"(a|b){1,}aaa","positive example:[baaa, abaaa],negative example:[aaa]"
/#(/|a|b|##*(a|b))*##*/,(/#(a|b)*#/)*,"positive example: [""#a#"", ""#b#"", ""#ab#"", ""#ba#"", ""#aabb#"", ""#bbaa#"", ""##"", ""#a#b#"", ""#a#a#b#""], negative example: [""a"", ""b"", ""ab"", ""ba"", ""a#b"", ""#a"", ""#b"", ""#aa"", ""#bb"", ""a#"", ""b#"", ""aa#"", ""bb#"", ""#ab"", ""#ba"", ""#a#b"", ""#b#a""]"
(ab|ba)*,((ab)|(ba))*(ab|ba|aa|bb)*,"positive example:[, aaabbabb],negative example:[a]"
0(0|1)*0,0*(0*1*0*)*0*,"positive example:[101], negative example:[]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*[0-1]*,"positive example:[11, 00],negative example:[0]"
(a*ba*b)*a*ba*,(a|b)*b((a)|(bb))*,"positive example:[bab, abbaa, b],negative example:[aa, aba, bbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(11*00*)*)|(1*(00*11*)*),"positive example:[0, 00110, 0101, 11011, 1010, 1],negative example:[01, 10, 0011, 1100, 000111, 111000]"
(a|baa)*,a*(baa*)*,"positive example:[baba, aabaa, a], negative example:[ab, bba, aaab]"
(a|(b*bb))*,(a|ab|ba|bb*)*,"positive example:[, aabb, b],negative example:[abab, baa, aaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1*(0+1+0+)*1*)(0*(1+0+1+)*0*))*|1*|0*,"positive example:[""0"", ""1"", ""01"", ""10"", ""010"", ""101"", ""0011"", ""1100"", ""0101"", ""1010""], negative example:[""2"", ""00a"", ""11b"", ""012"", ""120"", ""a01"", ""b10"", ""abc"", ""123"", ""1a0""]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))*,"positive example:[, abbb], negative example:[a]"
(a*ba*b)*a*ba*,(a*(ba*b)*ba*)+,"positive example:[aba, aabaa, aaabaaa, ababa, aababaa], negative example:[ab, ba, aab, baa, abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)|(0+(1*0*)*0+))*,"positive example:[, 10],negative example:[01, 101, 010, 110, 1001]"
(ab|ba)*,((aa)*|(bb)*)(a|b)*,"positive example:[, ab, aab, bba, aaaa, bbbb, aabab, bbbaa], negative example:[a, b, aba, bab, aaab, bbba, abab, baba]"
0(0|1)*0,(0(0*1*)*0)*,"positive example:[, 010],negative example:[0]"
(a|b)*baa(a|b)*b,(a*b*)*(baa+|b)+,"positive example:[babaa, b], negative example:[aba, aab, baaa, aaab]"
(a|b)(a|b)+aaa+,((a|b)*(a|b))aaa(a)*,"positive example:[aaaa, abbaaa],negative example:[a]"
(ab|ba)*,(ab|ba)*(aa|bb|ab|ba)*,"positive example: [, aaabbabb], negative example: [a]"
a+b,(a*b)+,"positive example:[b, ab, aab, aaab, bbb, abab, aabbaaab], negative example:[a, aa, aaa, aba, aaba, ba, bba]"
(0|1)(0|1)*,(0|1)|(0|1)*,"positive example:[, 10, 01], negative example:[2, 11a, 0012]"
(a*ba*b)*a*ba*,a*ba*(ba*b)*(a*b*)*,"positive example:[bba, aab, ab],negative example:[bb, aa, bbaa]"
(a|b)*baa(a|b)*b,(a|b)*(baa)(a|b)*,"positive example:[baa, babaa, abbaaab], negative example:[ab]"
b*a*,(a|b*a*)+,"positive example: [bab, a, bba, aa, ab, ba, baa, bbaa], negative example: [bb, bbb, abbb, b, bbbaa, aabbb, bbbab, bbbb]"
(a|b)(a|b)+aaa+,(a+|b+)*aa(a+),"positive example:[aaa, abaaa], negative example:[aa]"
(a|(b*bb))*,(a|b)*bb(a|bb)*|a*,"positive example: [, bb, aa, abbbaa], negative example: [b]"
(a|(b*bb))*,(a*(bb*)*)*,"positive example:[ba], negative example:[ab, aa, bbb, aab]"
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)|(((a|b)a*ba)*))*)?,"positive example:[abababbabb],negative example:[babb]"
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b)+(a?))*)?,"positive example:[abbb, aab, ba, baaab, aa, b], negative example:[abab, baba, abaaba, aabba, bbaa]"
a+b,a*b{1},"positive example:[aab, b],negative example:[,bb]"
(a|(b*bb))*,((a|b)|bb|(a|b))*,"positive example:[, aa], negative example:[ab, bba, aab]"
a+b,(a|b)*(a)*b,"positive example:[abb, b], negative example:[aa, abba, ba]"
(a*ba*b)*a*ba*,(a*)b+((a*)|(b(a*)b))*,"positive example:[aababab, babb],negative example:[bab]"
0(0|1)*0,0*|(0|1)*|0*,"positive example:[1, 01], negative example:[2, 10, 11]"
0(0|1)*0,0*|0(1|0)*0?,"positive example: [, 0101, 001], negative example: [1]"
(a|b)(a|b)+aaa+,(a*b*)*|b+aaa,"positive example:[ba, aaab, bbb, aab, baaa], negative example:[abab, aaba, bbaa, aaabb, bbaaa]"
(a|b)(a|b)+aaa+,(a|b)+aaa+,"positive example:[baaa, abaaa],negative example:[aaa]"
(a|b)(a|b)+aaa+,((a|b)*(aaa+)),"positive example:[bbaaa, aaa, abaaa],negative example:[aa]"
(a|(b*bb))*,(a|(b+(b)*))*,"positive example:[ba, , ab],negative example:[bbba, aab, bbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(11*0*)*|1*(00*1*)*,"positive example:[""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""010"", ""101"", ""0011"", ""1100"", ""00110"", ""11001"", ""000111"", ""111000""], negative example:[""01"", ""10"", ""011"", ""100"", ""0110"", ""1001"", ""00101"", ""11010"", ""0101"", ""1010"", ""001001"", ""110110""]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1+0*1*)*|(0+1*0*)*,"positive example:[01011, 10010, 01], negative example:[10101, 11001, 00110]"
(a|baa)*,a*((b+aa)*a*)*,"positive example:[baaabaa],  
negative example:[abba, baaab, aabbaa, baaabaaa]"
(a|b)(a|b)+aaa+,(a+|b+)+aaa+,"positive example:[aaaa, abaaa, babaaa],negative example:[aaa]"
(ab|ba)*,(ab|ba)*(aa|ab|ba|bb)*,"positive example:[, aaabbabb],negative example:[a]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*0*|(1*0*)*1*,"positive example:[""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""000"", ""111"", ""001"", ""010"", ""100"", ""110"", ""0011"", ""1100"", ""0001"", ""1110"", ""0000"", ""1111"", ""0101"", ""1010""], negative example:[""2"", ""a"", ""b"", ""01a"", ""10b"", ""0012"", ""110a"", ""0001b"", ""1110a"", ""00002"", ""1111a"", ""0101b"", ""1010a""]"
a+b,(a)*(b),"positive example:[aab, ab, b],negative example:[aa, a, ba, bb, aba, baa]"
(a|baa)*,(((b*)(a)(a))*(a*))*,"positive example:[abaa, baa, aaa, a, bbaa, bbaaaa], negative example:[bb, b, ab, ba, baba, abab]"
(a|b)(a|b)+aaa+,(aa*|ab*|ba*|bb*)*aaaa*,"positive example:[aaa, aabaaa],negative example:[ab, bba, aba, baa]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1+0+)*|1+(0+1+)*,"positive example:[01010, 10101, 010, 101],negative example:[01,10]"
a+b,((a*)b)*,"positive example:[, bb, ab], negative example:[a, baa, aba]"
(ab|ba)*,(ab|ba)*(a|b)*,"positive example:[, bb, aab], negative example:[abba, baba, abbab]"
(ab|ba)*,(a(a|b)|b(a|b))*,"positive example: [, baaa, aaabbabb], negative example: [a]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][01]*[10]*,"positive example:[01, 10],negative example:[0]"
001|1010|110,0*1*0*1*0*,"positive example:[, 0011001100],negative example:[101010]"
0*10*(10*10*)*,[0-1][0-1]*,"positive example:[001, 1], negative example:[2, 10, 0112]"
(0(0*|1+0)*)|(1(1*|0+1)*),((0+1*)*0+)*|((1+0*)*1+)*,"positive example:[010, 1001, 0110],negative example:[0011, 1100, 10101]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*|aaa*,"positive example:[bba, aab, a], negative example:[aaab, bbb, abab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))*|((a|b)a*ba)*,"positive example:[abbb],negative example:[a,ba]"
0*10*(10*10*)*,(0|1(11)*)+,"positive example:[01, 1], negative example:[0, 00, 11, 10, 111]"
(a|b)*baa(a|b)*b,[ab]*(baa)+[ab]*b[ab]*,"positive example:[baab, abbaaaabaa],negative example:[baa]"
(a|baa)*,(((b)*(a)(a))*(a*))*,"positive example:[abaa, a], negative example:[b, bb, bba]"
1?(01)*0?,((0|1)|(1|0))*,"positive example: [""00"", """", ""10"", ""01"", ""1010"", ""0101""], negative example: [""2"", ""a"", ""11a"", ""01b"", ""1102""]"
(a*ba*b)*a*ba*,a*(ba*(bb)*)(ba*(bb)*)*a*,"positive example:[baabab, b, aabb], negative example:[abba, aaabbb, baba]"
0*10*(10*10*)*,(0*(10*1)*0*10*)*|(0*10*10*),"positive example:[, 110111, 1], negative example:[0]"
(0*10*10*)*|0*,0*(1+0*1+0*)*,"positive example:[0, 101011, 00101],negative example:[1, 000, 111]"
(a*ba*b)*a*ba*,(b|a+|a*ba*(ba*ba*)*a*),"positive example:[ab, a, aa, baabb, aabbbbb], negative example:[,bb]"
(a|b)*baa(a|b)*b,(b*a*)*|baa|(b*a*)*|b|b*,"positive example: ["""", ""baa"", ""b"", ""bb"", ""aa"", ""bbaa"", ""aab"", ""bbbb"", ""aaaa"", ""bbbaaa""], negative example: [""ba"", ""aba"", ""aabaa"", ""bab"", ""baab"", ""ab"", ""bbaab"", ""aaba"", ""baaaa"", ""bbaba""]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*((a|b)a*b)?,"positive example:[, ababba, abbbababba],negative example:[ba]"
a+b,(a|a*b),"positive example:[aab, b, a], negative example:[aa, ab, ba]"
(a|(b*bb))*,(a|b+)*,"positive example:["""", ""a"", ""b"", ""ab"", ""bb"", ""aab"", ""abb"", ""ba"", ""bba"", ""baba""], negative example:[""c"", ""ac"", ""bc"", ""abc"", ""aac"", ""bac"", ""abac""]"
(a*ba*b)*a*ba*,(a)*b(a|(ba)*b)*,"positive example:[aabab, b],negative example:[a]"
a+b,(a|b)a*b,"positive example: [bb, aaab], negative example: [a, b, ab, ba, aab, bba]"
(b|(a*aa))*,(b*a*(aa)*b*)*,"positive example: [aba, aab, baa, bbaa, a, b, aa, bb, ab, ba, aaa, bbb, abab, baba, aabb, bbaa, abba, baab],  
negative example: [ababab, babaab, aabbaa, bbaabb, ababba, baabab, aaaab, bbbaa, aabbb, bbaaa, abaaa, bbaab]"
a+b,aa*b+,"positive example:[aaabb, ab],negative example:[abab,a]"
(a*ba*b)*a*ba*,(a|ba*)*ba*,"positive example:[baa, bbb, abb], negative example:[aa, ab, bba]"
a+b,(a*)(b),"positive example:[aab, ab, b],negative example:[aa, bb, ba]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a)*((a|b)a*b+)?,"positive example:[aababb, ababbaab, , aba],negative example:[abababab]"
((a|b)a*ba)*(((a|b)a*b)?),((aa*ba?)|(ba*ba?))*,"positive example:[, bbaba],negative example:[aabbbb]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*|((a|b)a*b)?)*,"positive example:[abababbabb],negative example:[bbba]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b(a?))?)*,"positive example:["""", ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bb"", ""aaa"", ""aab"", ""aba"", ""abb"", ""baa"", ""bab"", ""bba"", ""bbb"", ""abbb""], negative example:[""c"", ""ac"", ""bc"", ""abc"", ""aac"", ""bac"", ""aabc"", ""abac""]"
(a*ba*b)*a*ba*,a*b((ba*|a)*)a*,"positive example:[aabab, b], negative example:[aa, aba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*0|1*(10)*1)*,"positive example:["""", ""01"", ""10"", ""001"", ""110"", ""0001"", ""1110"", ""010"", ""101"", ""0101"", ""1010"", ""001100"", ""110011""], negative example:[""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""011"", ""100"", ""0011"", ""1100"", ""0100"", ""1011""]"
0(0|1)*0,((1*|0*)(0*1*)*(0*|1*))*,"positive example: ["""", ""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""000"", ""111"", ""010"", ""101"", ""001"", ""110"", ""0000"", ""1111"", ""0101"", ""1010"", ""0011"", ""1100""], negative example: [""2"", ""a"", ""01a"", ""1b0"", ""0012"", ""110a"", ""abc"", ""123"", ""0a1"", ""1b1""]"
a+b,a*(b),"positive example:[aab, b, ab, aaaaab], negative example:[a, aa, ba, aba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*,"positive example:[00, 1101], negative example:[0, 1112, 20]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(((01)(0|1)*(10))|((10)(0|1)*(01))|(010)*|(101)*)(0|1)*)|0*|1*,"positive example:[10, 01], negative example:[00, 11]"
(a|baa)*,(a|b)*((b)*(aa))*,"positive example:[, ba, ab], negative example:[a, b, aa]"
(a|b)*baa(a|b)*b,(a*b*(baa+)*a*b*)*b+,"positive example: [babab], negative example: [aaab, bbaa, ababba, aabbaa]"
(a|b)(a|b)+aaa+,(b*a*)*a*a*a,"positive example:[ba, aba], negative example:[bb, aab]"
(a|(b*bb))*,(a|b|ba|ab|aba)*,"positive example: [, aabb, a, b, ba, ab, aba, aa, bb, aab, baa, abab, baba, abaa, aaba, abba, bbaa, ababa, aabba, abaaba], negative example: [c, d, ac, bd, abc, bac, abac, aabc, bbac, ababc, aabbc, ababac]"
(a|b)*(bab)(a|b)*,(a|b|bab)*,"positive example: ["""", ""a"", ""b"", ""ab"", ""bab"", ""aab"", ""bbab"", ""abab"", ""baba"", ""babab""], negative example: [""c"", ""aaac"", ""baa"", ""abba"", ""bbba"", ""ababc""]"
(a|b)*(bab)(a|b)*,(a|b|bab)+,"positive example:[b, ab, a, bab, abab, baba, babab], negative example:[aa, bb, ba, aab, bba, abba, baaa]"
(ab|ba)*,(ab|ba)*(aa+bb+ab+ba)*,"positive example:[aabbabbaaabbabba, , abbaaabbabba],negative example:[aabbabbaabaabbabba]"
a+b,(a|b)*(a)b,"positive example:[abab, ab], negative example:[a, b, aa, bb]"
(b|(a*aa))*,b*|(a|b)*aa(a|b)*,"positive example:[, aa, bb, abaaba], negative example:[a]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb|b)*(aaa)a*,"positive example:[aaa, aaabbaaa], negative example:[a, b, aaab, bbaa]"
a+b,a[ab]*b,"positive example:[aabb, ab], negative example:[aa, bb, ba]"
0*10*(10*10*)*,(0*10*1*0*)*,"positive example:[, 1101, 01],negative example:[0]"
(ab|ba)*,((ab)*(ba)*)*|(aa|ab|ba|bb)*(a|b),"positive example:[baab, b, aaabbabba], negative example:[ababab, aaa, bbb]"
(a|b)*baa(a|b)*b,(a|b)*baa*(a|b)*b*,"positive example:[ba, abba], negative example:[a, bb, baaa]"
(a|baa)*,(a|(b*aa+))*,"positive example:[, abaa],negative example:[b]"
(0(0*|1+0)*)|(1(1*|0+1)*),0(0|1)*0|1(0|1)*1|1*|0*,"positive example:[0, 0100, 1101, 1011, 0010, 1], negative example:[01, 10, 011, 100, 0001, 1110]"
(a|b)(a|b)+aaa+,((a|b)*(a|b))+aaa+,"positive example:[baaa, aaaa], negative example:[aaa]"
0(0|1)*0,(0(0|1)*0)|(1(0|1)*1)?,"positive example:[00, , 0100, 1011, 0010],negative example:[0]"
(ab|ba)*,(ab|ba)*((a|b)(a|b))*,"positive example:[, aabb], negative example:[a, b, abba]"
a+b,(a|b)*a(a|b)*b(a|b)*,"positive example:[bbabaa, ab], negative example:[ba]"
(a|b)(a|b)+aaa+,(a|b)*aaa*,"positive example:[aa, bbaa, abaa], negative example:[a, b, aba]"
(a|b)(a|b)+aaa+,(a|b)*aaa+,"positive example:[aaa, abaaa],negative example:[aa]"
(ab|ba)*,(aa|bb|ab|ba)*(aa|bb)*,"positive example:[, aaabbbba], negative example:[a]"
a+b,(a*b|a),"positive example: [aab, b, a], negative example: [aa, ab, ba]"
(a|(b*bb))*,(a|b|ba|ab)*,"positive example:[, a, b, ba, ab, aabb, abab, baba, aa, bb, aab, bba],negative example:[c, ac, bc, abc, bac, aabc, bbac, abac, baca, abca]"
0*10*(10*10*)*,[0-1]([0-1])?(([0-1])?)*,"positive example:[0, 1001], negative example:[2, 10a, 1012]"
(0*10*10*)*|0*,(0|1)*,"positive example:["""", ""10"", ""01""], negative example:[""2"", ""a"", ""11a""]"
(0*10*10*)*|0*,(0|1)*1*,"positive example:["""", ""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""000"", ""001"", ""010"", ""011"", ""100"", ""101"", ""110"", ""111""], negative example:[]"
(ab|ba)*,(ab|aabb|ba|bbaa)*,"positive example:[, abaabbbabbaa], negative example:[a]"
(a|(b*bb))*,(a|b|ba|ab|aba)*(aba)*,"positive example:[, aabb, aba, ababa, baba, aababa], negative example:[abab, aaab, bbaba, ababab, baaab]"
(a|b)(a|b)+aaa+,(a|b)*(aaa)a*,"positive example:[aaa, bbaaa, abaaa], negative example:[aa, ab, bba]"
(ab|ba)*,(ab|ba)*(aabb+bbaa+ba+ab)*,"positive example:[abbaaabbbbaabaab, , baabaabbbbaabaabaabbbbaabaab], negative example:[aabbbbaabaababaabbbbaabaab]"
(ab|ba)*,(bb|aa|(ab|ba)*)*((aa)|(bb)|(ab)|(ba))*,"positive example:["""", ""bb"", ""aa"", ""ab"", ""ba"", ""bbaa"", ""abab"", ""baba"", ""aabb"", ""bbab"", ""baaa"", ""abba""], negative example:[""a"", ""b"", ""aba"", ""bab"", ""aab"", ""bba"", ""aaa"", ""bbb"", ""abababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababab"
0(0|1)*0,0(0|1)*0|(00)*,"positive example:[, 010, 0010, 00, 0000], negative example:[0, 1, 011, 100]"
b*a*,((a+)|b+a*)*,"positive example:["""", ""bab"", ""ab""], negative example:[""baa"", ""bba"", ""aab""]"
(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*)?,"positive example:[babbab, abaaba, ],negative example:[aba]"
(a*ba*b)*a*ba*,a*b(ba+b)*|(a*|bb*)*,"positive example: [aba, b, abba, aab, bbaa, aaab, bbb, aaaaab, ababab, bb],  
negative example: [aa, a, ba, abb, baaa, aabaa, abab, baba, aabba, bbbba]"
(ab|ba)*,((aa)*|(ab)*|(ba)*|(bb)*)*,"positive example:[aaabbabb], negative example:[a]"
(a|(b*bb))*,(a*b+a*)*|a*,"positive example: [aa, bab, ab], negative example: [ba, bba, aba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),"(0|1|10|11){2,3}","positive example:[10, 0101, 10011, 11100],negative example:[0, 0000]"
a+b,(a|a*)(b),"positive example:[aab, b], negative example:[bb]"
a+b,(a+b)*,"positive example:[, abab, ab], negative example:[aab, bba, abaab]"
a+b,(a+b)+,"positive example:[abab, ab, aab, bba, a, b, aa, bb, aaa, bbb, abba, baba], negative example:[, baab, abbaa, bbaa, aabb, ababab, bbaab, aaab, bbba, ababba, baaab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba?)*,"positive example:[, abbb], negative example:[a]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+(0+1)*1*)*|(0+(1+0)*0*)*,"positive example:[10101101, 010, 101, 01001010],negative example:[01,10]"
1?(01)*0?,((0|1)|(01|10))*,"positive example:[, 0011, 0, 1, 01, 10, 0101, 1010, 001100, 110011], negative example:[011, 100, 001, 110, 000111, 111000]"
(a*ba*b)*a*ba*,a*b(bb*|a*)*,"positive example: [bab, aabab], negative example: [baa, abba]"
(ab|ba)*,(ab|ba)*(ab+ba)*,"positive example:[, abbaababbbaabba], negative example:[abbbaababba]"
(a|b)(a|b)+aaa+,((a|b)*(a|b))(aaa)+,"positive example:[aaaa, abaaaa, abaaa, baaaaa],negative example:[a]"
(a|b)*baa(a|b)*b,((a|b)*baa(a|b)*)*b,"positive example:[abbaaabb, b], negative example:[a, aa, ab]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0*1*)*1+|0+(0*1*)*0+,"positive example:[0, 10101, 101, 01010, 010, 1], negative example:[01,10]"
(a|b)*baa(a|b)*b,(a|b)*(a|b)*b,"positive example: [b, ab, aab, bab, bb], negative example: [a, aa, ba, aba, baa]"
0(0|1)*0,0+|(0|1)*|0+,"positive example:["""", ""0"", ""00"", ""000"", ""10"", ""01"", ""1"", ""11"", ""101""], negative example:[""2"", ""a"", ""0112"", ""001a""]"
(a|(b*bb))*,((a|b)*|bb|(a|b)*)*,"positive example: ["""", ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bb"", ""aaa"", ""aab"", ""aba"", ""abb"", ""baa"", ""bab"", ""bba"", ""bbb"", ""bbbb"", ""aabb"", ""abab"", ""baba"", ""bbaa""], negative example: []"
(a|baa)*,(a|b)*(baa)*,"positive example:[, ab, baa, abbaa, baaabaa], negative example:[ba, aab, baaa, abaabaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+0*)*|0*(1+0+1*)*,"positive example: [00, 11, 10, 01], negative example: []"
(ab|ba)*,((aa)|(ab)|(ba)|(bb))*,"positive example:[, aaabbabb],negative example:[a]"
(a|baa)*,(a|(b|aa*))*,"positive example: [ba, """", a, b, aa, ab, aaa, aab, baa, bba, baaa, baba, abaa, abab], negative example: [c, ac, bc, abc, aac, bac, bb, aabb, abba, bbbb]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1*0*)*|1+(0*1*)*,"positive example:["""", ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""01"", ""10"", ""001"", ""110"", ""0001"", ""1110"", ""0101"", ""1010""], negative example:[""011"", ""100"", ""0100"", ""1011"", ""00110"", ""11001""]"
a(a|b)a(a|b)*,(aba|aaa|aab|abb|bba)(a|b)*,"positive example:[abab, aaba, aaaba, bbaaa, abb],negative example:[a]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)?a?,"positive example:[bb, ababbaab, abaa],negative example:[abab,aa]"
