Regex,Attempt Regex,ChatGPT Output
(a|(b*bb))*,(a)*(bb+a)*(b+a)*(a)*,"positive example:[, aaba, babaaa], negative example:[abab, bbaa, aabba]"
(a*ba*b)*a*ba*,(a|b)*(b),"positive example:[abb, b, ab, bb, aab, bab], negative example:[a, aa, aba, baa]"
(a*ba*b)*a*ba*,(a*)b(a*|bb*),"positive example:[bb, aabbbb, abaa, b], negative example:[aa, aba, bba, a]"
(a*ba*b)*a*ba*,ba*b|a*ba,"positive example:[baab, ba, bb, aaba, aba],negative example:[a]"
0*10*(10*10*)*,(0*)|(1|1|1)|(0*),"positive example: ["""", ""0"", ""00"", ""000"", ""1"", ""0001"", ""0001000""], negative example: [""2"", ""01"", ""10"", ""11"", ""011"", ""101"", ""110""]"
(a|b)(a|b)+aaa+,(a+b)*(b+aaa),"positive example:[bbaaa, ababbaaa],negative example:[aaa, babbaaa]"
0*10*(10*10*)*,0*1+|1*0*,"positive example:[, 00, 110, 0011, 01],negative example:[010,101]"
0(0|1)*0,(11*0*11*)*|(00*1*00*)*,"positive example:[010010, 101101, 010, 101],negative example:[1,01010,10101]"
(a|b)(a|b)+aaa+,(a*b*)(a*b*)aaa(a)*,"positive example:[aabbaabbaaaa, aaa, babaaaaa], negative example:[bababaaa]"
(a*ba*b)*a*ba*,b*(b*b*),"positive example: ["""", ""b"", ""bb"", ""bbb"", ""bbbb""], negative example: [""a"", ""ab"", ""ba"", ""aab"", ""bba""]"
(a*ba*b)*a*ba*,a*(b+)bb*,"positive example:[bb, aabb], negative example:[b, babb]"
(b|(a*aa))*,(b*aa(a+b)*)*,"positive example:[, aaabaa], negative example:[b, aab, bba]"
a(a|b)a(a|b)*,a|(a+b)|a|(a+b)*,"positive example:[, a, aa, ab, aab, abab], negative example:[b, ba, bb, baa]"
(ab|ba)*,(ab)+(aa|bb|ab|ba)*,"positive example:[abaaabbabb, ab],negative example:[,aba]"
0(0|1)*0,(01(0|1)*10)*,"positive example:["""", ""010110""], negative example:[""0"", ""1"", ""01"", ""10"", ""010"", ""011"", ""110"", ""0101"", ""0110"", ""01011""]"
(0*10*10*)*|0*,0*(1+1)*0*,"positive example:["""", ""001100""], negative example:[""110110""]"
(b|(a*aa))*,(b*a*aa+b*a*a+|b*),"positive example:[, bb, bbaaa, aabba], negative example:[a, aa]"
(a|b)*(bab)(a|b)*,a*|b*|(a|bab)*(b|aba)*,"positive example: [ababaabbaba, babaaabaaba, babaa, aba], negative example: [ababba, babaab, aabba, bbaba]"
0*10*(10*10*)*,0*1+0*1*,"positive example:[110011, 0010, 1],negative example:[1010]"
(ab|ba)*,(a+b)*|(b+a)*,"positive example:[ba, baba, abab], negative example:[b]"
(0*10*10*)*|0*,0*1(0*1+)*,"positive example:[1101, 001, 01], negative example:[0, 11, 000]"
(a|baa)*,((a)|(ba(a)*)),"positive example:[ba, baaa, a],negative example:[b]"
(a*ba*b)*a*ba*,(((a*)+b+(a*)+b+(a*))*)+b+(((a*)+b+(a*)+b+(a*))*),"positive example:[abababababa, b],negative example:[bababab]"
(a*ba*b)*a*ba*,((a)(b))*,"positive example:[, ab, abab], negative example:[a, b, aba, abb]"
(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*),"positive example:[baabbbbaa, aab, bbaabbaa, ab, aabb],negative example:[bbbabba, a]"
(a|baa)*,(b|aa)*,"positive example:[baa, , aab],negative example:[a]"
(a*ba*b)*a*ba*,a*b(b|ab*b)*,"positive example:[bbb, aabbab, b],negative example:[ba]"
(a|baa)*,(b*(aa)+)*,"positive example:[, aabaa], negative example:[a, baa, abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0+)|(1+0+1+))*|0*|1*,"positive example:[00, 11, 100110100, 010101], negative example:[01010]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*aaaa*,"positive example:[aaabbabbaaaa, aaa], negative example:[aaab, bbaa, abab]"
(0*10*10*)*|0*,(0*(1)*0(1))*,"positive example:["""", ""01001"", ""001"", ""101""], negative example:[""0"", ""1"", ""00"", ""11"", ""0100"", ""1001""]"
a(a|b)a(a|b)*,a(a+b)a(a+b)*,"positive example:[aabaabab, aaaba],negative example:[aaabab,aba]"
(a|baa)*,[b]*[a]{2},"positive example:[aa, bbaa],negative example:[a,aaa]"
(ab|ba)*,(ab+ba)(ab+ba)*(a+b)*,"positive example:[abbbaabbaabab, abba, abbaabbaabbba], negative example:[aba]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(aaa)a*,"positive example:[aaa, aaabbabbaaaa], negative example:[baaa]"
(a|baa)*,(b+(a+)(a+)a*)*,"positive example:["""", ""baabaa""], negative example:[""babaa""]"
(a|baa)*,a*|baa*|a*baa*|abaa*baa*,"positive example:[aabaaa, abaabaaa, ababa, abaaaba, , aa, aba],negative example:[b,baabaa]"
b*a*,(a+|b*a)*,"positive example:[, ba, aba], negative example:[b]"
(a|baa)*,(a)*(baa)*((a)*(bbb)*)*,"positive example:[bbba, aabaa, baabaa],negative example:[baaabaa]"
(a|baa)*,(a|b)*aa,"positive example:[aa, baaa, abaa], negative example:[a, b, ab]"
(ab|ba)*,(aa*bb*)*,"positive example:["""", ""abb"", ""abab"", ""aab"", ""aabb"", ""aaabbb""], negative example:[""a"", ""b"", ""aba"", ""ba"", ""abba"", ""aabba""]"
(a|(b*bb))*,(a+bb*)*,"positive example: [, abab, ab], negative example: [aab, bba, baa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"positive example:[1010101, 101, 00110010110, 1101001001011, 1001101001, 101011001, 0101001100, 010, 0101010, 00100110110100],negative example:[101010101,0101010010,010101,101010]"
0*10*(10*10*)*,(0*1|0*111+),"positive example:[0111, 111, 001, 001111, 01, 1],negative example:[0,11]"
(a|(b*bb))*,a*b+a*,"positive example:[aabbaa, aba, b], negative example:[, baba]"
(0*10*10*)*|0*,1*1*0*1*1*0,"positive example:[0, 000], negative example:[0100]"
0*10*(10*10*)*,(0|1)*1(0|1)1*0*,"positive example:[10010, 101, 01001000],negative example:[01]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*a|b*(aaa),"positive example:[bbbaaa, a, aaabbabba],negative example:[b]"
(a*ba*b)*a*ba*,b*a(ab*a|b)*,"positive example: [abb, bbabaa, a], negative example: [baa]"
(a*ba*b)*a*ba*,(((a*)*b)*b)*(b),"positive example:[bb, b], negative example:[a, ab, aa, ba]"
(0*10*10*)*|0*,0*0?|10+11*,"positive example:[, 100111, 000, 101],negative example:[1,11,10101]"
(a|baa)*,a*b(a*ba*b)*a*,"positive example:[bbb, aabbbbbaa, b],negative example:[bb]"
(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*)|(ba*ba*ba*),"positive example:[baabbbbaa, abb, aab, aabbbb, baabaabaa, bbaabbaa, babab, baababa],negative example:[bbbabba, a]"
(a|(b*bb))*,(a*|(bb)*)*b*,"positive example: [bba, aab, bbb, aaab, bbaab], negative example: [abab, baba, aabb, baab, abba]"
a(a|b)a(a|b)*,a+(a|b)+a,"positive example:[aaa, abaa],negative example:[aa]"
(a|b)*baa(a|b)*b,(a|b)*aab(a|b)*b,"positive example:[aabb, abaababb, aabbab],negative example:[b]"
(a|baa)*,"[a-b]((ba{2,})?)","positive example:[abaa, b],negative example:[abaabaa]"
0*10*(10*10*)*,(0)*(1*)+(0)*,"positive example:[00100, 1],negative example:[1010]"
(a|(b*bb))*,(a)*(bb(b)*)*(b+a)*,"positive example:[baba, bb, aaba, a], negative example:[abab, bbaa, aaab, baab]"
(a|baa)*,(a*b*)|(b*a*),"positive example:[bbaa, aabb], negative example:[aba, bab]"
(ab|ba)*,(ab)*|(ba)*|(aa)*|(bb)*,"positive example: [baba, bbbb, abab, aaaa], negative example: [a]"
(a|b)(a|b)+aaa+,a|b(a|b)+aaa(a)*,"positive example:[bbbaaa, babaaa, a, baaaa],negative example:[baaa,b]"
a(a|b)a(a|b)*,(aba+aaa)*(a+b)*,"positive example: [abaaaaaabaaaa, abab, ab], negative example: [aaabbb, bbbaaa, aabbaa]"
b*a*,(a+b)*a*,"positive example:[aa, abab], negative example:[bba, bbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(10+1)*|(01+1)*|((10)+0*1+)*|((01)+1*0+),"positive example: [11, 00, 1011011, 011, 010, 011100, 0110111], negative example: [100101, 01, 010010, 10]"
(a|(b*bb))*,a*b*(ba+ab)*b*a*,"positive example:[, bbbaaabbaabbb, aabaabaa], negative example:[baabbbaaba]"
(ab|ba)*,(ab+ba)*(aa+ab+ba+bb)*,"positive example: [, abbaabbbaaaabbabbaaabbabb, abba], negative example: [a, b, aba, bbb, abab, baba, aaab, bbba]"
(a|baa)*,b*(aa+)*,"positive example: [, bbaa], negative example: [aabaa]"
(a|(b*bb))*,((a|b)*bb(a|b))|a*,"positive example:[bbb, abbba, a, , aa],negative example:[b]"
a(a|b)a(a|b)*,((aaa)|(aba))*,"positive example:[, aaa, aba, aaaaba, aaaabaaba],negative example:[a, aa, ab, b, aab, abb, aaaaab]"
(ab|ba)*,(ab+ba)*(a+b)+(a+b)?,"positive example:[abbaabbbaab, abbaababab, ab],negative example:[, ababbaab]"
(a|baa)*,(a*|baa*),"positive example:[ba, , baa, aa, baaa],negative example:[b]"
0*10*(10*10*)*,(00|01|10|11|000|111|100|010|001|110|101|011),"positive example:[111, 100, 001, 101, 01, 00, 11, 10, 000, 011, 110, 010],negative example:[0]"
(a|b)(a|b)+aaa+,(aa|bb)*aaa,"positive example:[aaa, aabbaaa],negative example:[aaaa]"
(ab|ba)*,(ab)*|(ba)*|(a(bb)*a),"positive example:[baba, abab, aa, abbbba],negative example:[a]"
b*a*,(a*)|(a*b*),"positive example:[aabb, b], negative example:[bab]"
(0*10*10*)*|0*,0*(0*1+0*1)*,"positive example:[00, 0, 10111], negative example:[1, 0110, 111]"
(a*ba*b)*a*ba*,(ab*ab*)*a*ba*,"positive example:[aabb, aaaabbaa, aba],negative example:[abba]"
(a|(b*bb))*,(a*(bb*))*,"positive example:["""", ""a"", ""bb"", ""ab"", ""aab"", ""bbb"", ""aabb"", ""bab""], negative example:[""b"", ""ba"", ""bba"", ""abba"", ""baba""]"
001|1010|110,(001|10101|110)*,"positive example:[, 00110101110],negative example:[0]"
(a|b)*baa(a|b)*b,(a|b)*abb((a|b)*b)*,"positive example:[ababbab, abb], negative example:[a, b, aa, ab, ba, bb, aba, baa, bab, bba, aab, aaa, bbb]"
(b|(a*aa))*,(b*(aa*)b*)*,"positive example:[, aba, ab], negative example:[a, b, aa]"
0*10*(10*10*)*,0*|1*,"positive example:[0, 00, 11, 1, 000, 111, """"], negative example:[01, 10, 101, 010, 0011, 1100]"
(a|(b*bb))*,b*(ab+ba+b)*,"positive example:[bbabbab, abbababbab, b], negative example:[ababab, a, bbaa]"
(a*ba*b)*a*ba*,a*(bb)*a*b+a*(bb)*a*,"positive example:[aabbbbaabbaabbbbaa, b], negative example:[bbabbabbabba]"
(a|b)(a|b)+aaa+,ab|ba|aa|bb|a*b*aaa,"positive example:[aaa, ab, ba, aa, bb, aabbaaa, aaaa],negative example:[a]"
(a|b)*baa(a|b)*b,(a|b)*baa+b*,"positive example:[baa, abbaaabb],negative example:[ba]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b)*,"positive example:[abbb, ababba], negative example:[a]"
(a*ba*b)*a*ba*,(a)*(b|bb)(a)*(bb)*(a)*,"positive example:[aab, bbaabbbbaa],negative example:[bbbabba,a]"
(a|b)(a|b)+aaa+,aaaa*,"positive example:[aaa, aaaaa], negative example:[aa, aaaaaa]"
(a*ba*b)*a*ba*,((a|b)a+b)+,"positive example:[aabbab, aaab], negative example:[abba, baaa, aab, bba]"
(a|baa)*,a*b(aaa*)*(a|b)*,"positive example:[aab, abab, b], negative example:[aa, aba, bba]"
(a|(b*bb))*,(a*ba*ba*)*,"positive example:[, bba, bbbb], negative example:[b]"
001|1010|110,1*0*011*0*,"positive example:[000111, 110100], negative example:[0110110]"
(0*10*10*)*|0*,(0*1)*,"positive example:[11, , 01],negative example:[0, 10, 001]"
(a|(b*bb))*,(b*)+(a*b*),"positive example:[, aabb, a], negative example:[aba]"
(a*ba*b)*a*ba*,b(aa+ab+ba+bb)*,"positive example:[baaabbabb, b, baaabbabbaaabbabb], negative example:[a, ab, aa, aba, baa, baaa, baba, babb]"
a(a|b)a(a|b)*,a+(a|b)+a+b,"positive example:[ababbab, aaab], negative example:[aab]"
(a|b)(a|b)+aaa+,b*a*b*aaa,"positive example:[aaa, bbaabbaaa], negative example:[ababaaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),(101)*|(010)*|0*|1*,"positive example: [00, 0, 11, 010010, 101101], negative example: [001, 110, 0101, 1010, 0110]"
1*(01*01*01*01*)*,(0|1)*1*01*0,"positive example:[00, 0100110], negative example:[0]"
(0*10*10*)*|0*,(1|0)0*1+,"positive example:[11, 00011, 001], negative example:[1, 0101]"
(ab|ba)*,(ab+ba)(aa+ab+ba+bb)*,"positive example:[abbbaaaabbabb, abbaaaabbabbaaabbabb, abba], negative example:[abaaaabbabbaaabbabb]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*(a|((a|b)a*b)),"positive example:[baab, abaabaab, ababbaa], negative example:[b]"
(b|(a*aa))*,b*(aa*)*b*,"positive example:[, bbabb],negative example:[abab]"
(a|(b*bb))*,(a+bb)*bb*,"positive example:[bbb, abbabbb], negative example:[a, bb, abba]"
(a*ba*b)*a*ba*,a*(b+)(a|bb)*,"positive example:[aababb, b],negative example:[,baba]"
0*10*(10*10*)*,(111)*,"positive example:["""", ""111"", ""111111""], negative example:[""1"", ""11"", ""1111""]"
(a|(b*bb))*,((a|b)*(ab|b)b+(a|b)*b(ba|b)+a*)*,"positive example: [, bbababbab, ababbaabbabaaa], negative example: [a, bbaa, ababbaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|0*1+0*1+0*|1*0+1*0+1*,"positive example:[0, 1101, 001, 00100100, 1011011, 011, 010, 1101001, 1],negative example:[01,010101]"
(a*ba*b)*a*ba*,a*b(a*ba)*a*,"positive example: [bba, aab, ab, bbabaaa], negative example: [aa, bbb, abaab, aabba]"
(a|baa)*,((b*)aaa*),"positive example:[aa, bbaaa, aaaa], negative example:[b, a, bba]"
0*10*(10*10*)*,(0*1|(11)*|(101)*|111|1),"positive example: [101101, 111, 1111, 001, 01], negative example: [0]"
(0|10*1)*,(1|01*0)*,"positive example:[, 100, 001],negative example:[0]"
(a|b)*baa(a|b)*b,(a)*|(b)*baa(ab)*b+,"positive example:[bbaab, , aa, baabb, bbbaaababb],negative example:[b,baa,baababb]"
(a|b)(a|b)+aaa+,a*|b*aaa,"positive example:[, aa, bbaaa], negative example:[b]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0+1)|0,"positive example:[0, 01],negative example:[1]"
(ab|ba)*,(ab)*(aa|bb)*(ba)*(a+b)*,"positive example:[bbbbabab, ababaabbbaba, abba],negative example:[aaabbaab]"
(a|baa)*,((a|b)(a)(a)*),"positive example:[baa, aa, aaaa], negative example:[a, b, ab, ba, aba, bba, aab, baaa]"
(a*ba*b)*a*ba*,(a*b*ab*ab*)*,"positive example:[, aaa, abaaa],negative example:[a]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)(a|bb|ba(a|b))*(b|ba),"positive example:[aababb, bbbbaababba, ab, abaaab],negative example:[aababa]"
0(0|1)*0,0*(1)*0*,"positive example:[, 001100], negative example:[1010]"
(a|(b*bb))*,b*(ba+ab)*b*,"positive example:[, bbbaaabbaab, baabbb], negative example:[baabbbaabb]"
(a*ba*b)*a*ba*,(a|b)((a|b)(a|b))*,"positive example:[baa, aaabb, a],negative example:[abbaa, bbbaa, ababababa]"
1*(01*01*01*01*)*,(0|1*)*(0000),"positive example: [100000], negative example: [111, 000, 10000]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01|10)*,"positive example:[, 1001, 0110], negative example:[0]"
(a|baa)*,a|b(a)(a)*,"positive example:[ba, baa, baaa, a],negative example:[b]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|0((11*0)|0*)|1((00*1)|1*),"positive example: [10001, 111, 101, 0110, , 01110, 010, 1], negative example: [0011, 1100, 0001, 1010, 0101, 1110, 0000, 1001]"
(a|b)(a|b)+aaa+,(ab|aa|bb|ba)*aaaa*,"positive example:[aaa, abaababbaaaa],negative example:[baaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b*)aaa*,"positive example:[aabaa, bbbbaaa, aaaa, aaaaaaa], negative example:[aa, bbb, abab, bbaa]"
(0*10*10*)*|0*,0*(10*10*11*)*,"positive example:[, 1111011, 001011],negative example:[1110111]"
(a|baa)*,(a(a*b*(aa)a*)*)*,"positive example:["""", ""aa"", ""abaa""], negative example:[""a"", ""b"", ""aba""]"
(a*ba*b)*a*ba*,(a|ba|bb)*,"positive example:[, a, ba, bb, abba, baba, bbbb, aaa, babab],negative example:[b, ab, baa, bbb, abab, bbba]"
0(0|1)*0,0*(0|1)0*,"positive example:[0, 00100], negative example:[1, 0101]"
(0*10*10*)*|0*,0*1(0*10*)+,"positive example:[0101, 111, 00111], negative example:[1]"
(0*10*10*)*|0*,0*1(0*10*)*,"positive example:[01010, 00111, 1], negative example:[000, 1100, 0110]"
(a|b)*baa(a|b)*b,a*|b*(baa+)*b,"positive example:[bbbaab, baabaab, , bb, aa], negative example:[ba, ab, baba, aab, baaab]"
(a*ba*b)*a*ba*,b*(ab*ab*)*,"positive example:[, bbaaaa, b], negative example:[a, aba, baa]"
(0*10*10*)*|0*,1+0(0+1)((1+0)(1+0))*,"positive example:[1001, 11000110101010], negative example:[101, 001, 10011011010]"
a(a|b)a(a|b)*,(a(a|b)a)*,"positive example:["""", ""aaa"", ""aba"", ""aaaaaa"", ""aaaaba""], negative example:[""a"", ""aa"", ""ab"", ""ba"", ""aab"", ""abb"", ""aaaaa"", ""aaab""]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b(a|b),"positive example: [bbb, aaba, aaaba], negative example: [aa, ab, bbaa]"
(a*ba*b)*a*ba*,b(bb)*|(a)*,"positive example:[, aa, bbbbb, b], negative example:[ab, aab, ba, bbba]"
(a*ba*b)*a*ba*,(a)+(ab(bb)+)*,"positive example:[aabbbabbb, a], negative example:[ab, aaab]"
(a*ba*b)*a*ba*,"a*b|(bb{2,})*a*","positive example:[bbb, aa, aab, b], negative example:[ab, bba, aabb, bbaba]"
0*10*(10*10*)*,(1(11))*|0*,"positive example:[00, 111111],negative example:[1]"
0*(10*1)*0*,(0*10*10*)*|0,"positive example:[0, , 01010, 1111],negative example:[1]"
(a|baa)*,(b)+(aa)*,"positive example:[bbaaaa, b], negative example:[a, baa, abaa]"
(a|(b*bb))*,(a*(ba*b)*a*)*,"positive example:[bbabb], negative example:[b]"
(a*ba*b)*a*ba*,(b|a*),"positive example:[, aa, b], negative example:[ab, ba, aab]"
(a|(b*bb))*,a*(b*(bb)*)*a*(b*(bb)*)*a*,"positive example:[, aabaabaa], negative example:[bababa]"
(a|b)*baa(a|b)*b,(((a|b)+)?(baa)a*b)*,"positive example:[abbaab, ],negative example:[b]"
(a|baa)*,(b|aa)*(a)*,"positive example: [, baab, aab], negative example: [b, aaa, baa]"
(a|(b*bb))*,a*b*(ba+ab)b*a*,"positive example:[baaab, aabaabb, bbbaaabbbaa],negative example:[bab]"
(a*ba*b)*a*ba*,"a*b(b{2,})*a*","positive example: [baa, bbb, aaba], negative example: [ab, aab, bba]"
(a|b)(a|b)+aaa+,(ab)*|(ba)*|(aa)*|(bb)*(aaa),"positive example: [baba, aaa, abab, bbbbaaa, aaaa], negative example: [a]"
(0*10*10*)*|0*,0*((1+1)*),"positive example:[00, , 0], negative example:[1]"
(a*ba*b)*a*ba*,(a*ba*)?(a*ba*ba*ba*)*,"positive example:[bbbbbb, b], negative example:[bababbbbbb]"
0*10*(10*10*)*,1*((1*)?)*|0*,"positive example:[00, 1], negative example:[01, 10]"
0*10*(10*10*)*,0*1*0*1*0*1*,"positive example:[, 110011011, 0010100],negative example:[101010]"
(0*10*10*)*|0*,0*01*0*10,"positive example:[01110, 00110, 010, 000110010], negative example:[00, 11, 0001, 1100]"
(a|b)*baa(a|b)*b,(a|b)*(baa)(b)(a|b)*,"positive example:[abbaabab, baab], negative example:[ab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*1*0*1*0*,"positive example:[, 0011001100], negative example:[101010]"
(a|b)(a|b)+aaa+,((a*|b*)(a*|b*))aaa,"positive example:[aabbaaa, bbaaaaa], negative example:[aabbaa, bbaa, aabbb]"
(a*ba*b)*a*ba*,(a*ba*bb*)*,"positive example:[, bbbbab], negative example:[b]"
a(a|b)a(a|b)*,a+(a|b)+a+(ab)*,"positive example:[aaa, aaaabab, ababbaab],negative example:[aa]"
1*(01*01*01*)*,(1*01*01*0*1*)*,"positive example:[, 100, 000010],negative example:[0]"
(a|b)*baa(a|b)*b,(baa)*b,"positive example:[baabaab, b], negative example:[baa, baabaa]"
((a|b)a*ba)*(((a|b)a*b)?),(a?)|((a|b)a*b(a?)),"positive example:[baab, , aba],negative example:[abaa,b,aa]"
(a|baa)*,b*a*(aa),"positive example: [bbaa, aaaa], negative example: [abaa, baba]"
(a|b)*(bab)(a|b)*,a*(b|aba)*,"positive example:[baba, aaabab, a], negative example:[abab, bba, abaab]"
0*10*(10*10*)*,(0)*(111*)(0)*,"positive example:[111100, 0110, 00111],negative example:[1010, 0000, 11011]"
b*a*,a+|a*b*,"positive example:[, aabb, b], negative example:[bab]"
(a|(b*bb))*,(a)*(b)*,"positive example:[aa, bb, a, b, aab, abb, aabb, """"], negative example:[ab, ba, aba, bab, abab, baba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+)*,"positive example:["""", ""110101"", ""1""], negative example:[""0"", ""01"", ""001""]"
(a*ba*b)*a*ba*,(a|b(a)*a)*b(a)*,"positive example:[ababaa, babab, b],negative example:[bbab]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)*|(0+1*0+)*|1*|0*,"positive example:[0, 010010, 101101, 010, 1],negative example:[01010,10101]"
0*10*(10*10*)*,(0*1|(11)*|(101)*),"positive example:[101101, 1111, 001, 01, 1], negative example:[0]"
(a*ba*b)*a*ba*,a*b((ba*|a))a*,"positive example:[bb, abb, baaa, aabaa],negative example:[a]"
(a|baa)*,a*baa*a*,"positive example:[ba, aaba], negative example:[aa, ab, baaab]"
(a|baa)*,"(a|b)*a{2,}","positive example:[aa, bbaa, abaa],negative example:[a]"
(a|baa)*,(a)*((b)+(aa)+)*,"positive example:[aa, baabaa], negative example:[ab, baaaab]"
0*10*(10*10*)*,((1+)+)|0*,"positive example:[00, , 1], negative example:[01, 10, 11]"
0*10*(10*10*)*,1+(0*)+(11*)+(0*),"positive example:[1101, 1100], negative example:[1,101010]"
(0*10*10*)*|0*,0*10*1*0*(1)*,"positive example:[1110, 0010010011, 1], negative example:[1010101]"
(a|b)(a|b)+aaa+,a|b+aaa,"positive example:[baaa, a], negative example:[b,aaa]"
(0*10*10*)*|0*,0*11+0*,"positive example:[11100, 0011],negative example:[11011,1]"
(a|baa)*,(a*)+(b*)+a+a,"positive example:[baa, baaa], negative example:[a, babaa]"
(a*ba*b)*a*ba*,b*ab*ba*,"positive example:[babb, abaa, bbabbbaa], negative example:[bb, aaa, bba]"
(a|b)(a|b)+aaa+,(a*b*aaa)*,"positive example: ["""", ""baaaaaaa"", ""aaa"", ""abaaa"", ""aabbaaa""], negative example: [""a"", ""b"", ""aa"", ""ab"", ""aabbaa""]"
0*10*(10*10*)*,1|(111)*|01|10,"positive example:[, 10, 111111, 01, 1], negative example:[0]"
(b|(a*aa))*,(a+b*bb)*,"positive example:[, abbabb], negative example:[a, b, ab, bba]"
(ab|ba)*,(aa+ab+ba+bb)*,"positive example:["""", ""aaaabbabbaaabbbabb"", ""aaabbaabb""], negative example:[""a"", ""b"", ""abababababa""]"
(0|1)(0|1)*,1*0*1*0*1*0*1*0*,"positive example:[, 1101101101100, 001001001], negative example:[010101010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+|1+0*1+)*|0*|1*,"positive example:[0, 101, 0011, 1],negative example:[01010101]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*(10*1)*1*|0*(01*0)*0*,"positive example:[0, 010, 1001101, 101, 0100110, 1],negative example:[0100010,1011101]"
(a|baa)*,a*b*(aa)a*,"positive example:[aa, bbaaa, aabaaaa], negative example:[babaa]"
(a|(b*bb))*,(bb)*|(a+b)*,"positive example:[bbbb, abab], negative example:[b]"
0(0|1)*0,(0+1*0*1*0+)*,"positive example:[, 01001010],negative example:[0101010]"
0(0|1)*0,0(0|1)0*,"positive example:[0000, 01],negative example:[00010]"
(a|baa)*,"a*b*a{2,}","positive example:[baa, aa, aabbaaa], negative example:[a, babaa]"
(a|(b*bb))*,b+(a+b)*b,"positive example:[bb, bbababb],negative example:[b]"
(a*ba*b)*a*ba*,a*ba*|a*bbb*a*,"positive example:[bbb, bbbbaa, aabba, aabaa, b],negative example:[a]"
(a*ba*b)*a*ba*,b+((bb)*(a)*)*,"positive example:[b, bb, bbb, bbba, babb], negative example:[a, ba, ab, baba, bbaa]"
(a|(b*bb))*,(a+b)*(b+b+)(a+b)*,"positive example:[bb, ababbbab, bbabab],negative example:[bbabbbab,b]"
0*10*(10*10*)*,(0*1(11)*0*)|(111)*,"positive example:[, 001111100, 010, 111111, 11111],negative example:[0]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)|1(0*1*)*1?,"positive example:[10, 0100, 000, 110, 010],negative example:[,0]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)*(0+1*0+)*,"positive example:[101010, 010010, 101101],negative example:[10101010]"
0*10*(10*10*)*,0*(111)*(1)*,"positive example:[0, 0011, 1], negative example:[011, 1110, 101]"
(ab|ba)*,(ab|ba?)(aa|ab|ba|bb?)*,"positive example:[bbba, b, abaaab],negative example:[,aba]"
0*10*(10*10*)*,(0(1*)00),"positive example:[01100, 000], negative example:[0100, 01000]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)*|((a|b)a*ba)*|((a|b)a*ba(a|b)a*b)*)?,"positive example:[abbb, abaaabbbabb, ababba],negative example:[aababa,b]"
a(a|b)a(a|b)*,(a(a+b)a)*,"positive example:[aaabaaaba, ], negative example:[aa, aab, baa, aabaa, aaabaaa]"
(a|b)(a|b)+aaa+,aa|ab|ba|bb(a|b)*aaaa*,"positive example:[bbaaa, bbbbaaa, ab, ba, aa, bbabaaa],negative example:[a,bb]"
(a|(b*bb))*,a*b+,"positive example:[aabb, b],negative example:[,bab]"
(ab|ba)*,(aa*bb*)*(aa+bb)*,"positive example:[, abab], negative example:[a, b, aaab, bbba, abba]"
0*10*(10*10*)*,[0-1]([0-1][0-1])?,"positive example:[001, 110, 0, 1, 01, 11],  
negative example:[00000, 1010, 0101, 11111, 00, 10]"
(ab|ba)*,(a|aa)*(b|bb)*,"positive example:[, aaa, abbb], negative example:[aba, aab, bba]"
(a|(b*bb))*,a*b*,"positive example:[aabb, b, a], negative example:[abab, ba, aabba]"
(a|b)(a|b)+aaa+,b*a*aaa,"positive example:[bbaaa, aaaaa], negative example:[baa, aabaa, bba]"
(a|baa)*,((b)*(a)+(a+))+,"positive example:[aa, aabaa], negative example:[abaa,]"
